"","date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type","measuring_period","max_incidence","scaling_type"
"11",2021-12-11,38.3711775629063,25.9003263445996,50.8420287812131,25.400584305405,19.8945118029456,30.9066568078643,23.9671439590266,18.5807953152633,29.3534926027898,0.999768579912396,0.785650239457279,1.23929856874895,1.23929856874895,0.785650239457279,0.909144377785561,1.09039278203923,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"12",2021-12-12,31.6316325513754,18.5112981221914,44.7519669805594,25.0158192984191,19.572917487897,30.4587211089412,22.9607091121495,17.7384301976597,28.1829880266392,0.960557885440813,0.751440464020111,1.19495731422265,1.19495731422265,0.751440464020111,0.873404354692294,1.04771141618933,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"13",2021-12-13,24.7150639601102,9.92989958284268,39.5002283373778,24.2456740516051,18.8808495006305,29.6104986025797,21.1832859060753,16.2417315743369,26.1248402378136,0.919795985814434,0.714470837467151,1.15066035610846,1.15066035610846,0.714470837467151,0.833532021550926,1.00605995007794,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"14",2021-12-14,20.2568964415627,6.00665495235327,34.5071379307721,23.4133705623828,18.1813039128485,28.6454372119171,19.1692381822035,14.3955139349271,23.94296242948,0.877527405498792,0.6748451899934,1.1064183559081,1.1064183559081,0.6748451899934,0.792572602674878,0.962482208322705,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"15",2021-12-15,17.968063079724,6.12529574864074,29.8108304108072,21.845310210196,16.8653990646192,26.8252213557728,17.3167355029405,12.7933527006113,21.8401183052698,0.834362484406107,0.633097108734351,1.06298146587332,1.06298146587332,0.633097108734351,0.749842463638994,0.918882505173221,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"16",2021-12-16,16.8283740664702,6.66956965822397,26.9871784747165,19.988995783481,15.1704428757934,24.8075486911685,15.3813147416044,11.1937844989107,19.5688449842981,0.79746355995249,0.595417293620272,1.02857189099891,1.02857189099891,0.595417293620272,0.713061232988127,0.881865886916853,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"17",2021-12-17,15.8176395936776,5.83947151953524,25.79580766782,18.2022827538387,13.6146787243863,22.7898867832911,13.7583319942883,9.83229128902879,17.6843726995477,0.772056447259875,0.566260553548864,1.0092576242379,1.0092576242379,0.566260553548864,0.687783718503523,0.856329176016228,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"18",2021-12-18,14.1838183775229,5.54048136829823,22.8271553867477,16.2665656029227,11.9985960990838,20.5345351067615,12.5257655382383,8.96326507031508,16.0882660061615,0.758382519384469,0.545892231450364,1.00525948197987,1.00525948197987,0.545892231450364,0.672502275587137,0.8442627631818,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"19",2021-12-19,12.2474632313858,4.52568286125541,19.9692436015162,14.5728640977901,10.5526450272373,18.5930831683429,11.4656885229525,8.21107727433407,14.7202997715709,0.758689775888019,0.536333440645556,1.0190042535045,1.0190042535045,0.536333440645556,0.670168561991217,0.84721098978482,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"20",2021-12-20,10.5972754929464,2.08530151924843,19.1092494666444,13.2275465707381,9.55495817621838,16.9001349652579,10.5692242374458,7.54701141438606,13.5914370605055,0.76874525523353,0.534243891291637,1.04524525208928,1.04524525208928,0.534243891291637,0.674661739814155,0.862828770652905,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"21",2021-12-21,9.68006797967861,1.56947549078964,17.7906604685676,12.0596240996677,8.70938826025344,15.409859939082,9.87098779234981,7.04610163925294,12.6958739454467,0.783085498074695,0.535441204082541,1.07705896780193,1.07705896780193,0.535441204082541,0.683342588015698,0.882828408133692,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"22",2021-12-22,9.37509942823017,2.08446188461082,16.6657369718495,11.0692175818797,7.97336780260414,14.1650673611552,9.2115838762363,6.4940260626216,11.929141689851,0.798312951638889,0.537412825942608,1.11001979203476,1.11001979203476,0.537412825942608,0.696871084290074,0.899754818987704,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"23",2021-12-23,9.41974005504246,3.75923041582557,15.0802496942593,10.290866794693,7.41692317290246,13.1648104164835,8.68402623544071,6.13425375042877,11.2337987204527,0.814515682891228,0.540392776999828,1.14398159207542,1.14398159207542,0.540392776999828,0.714240557827966,0.91479080795449,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"24",2021-12-24,9.5513600765568,4.66123063078045,14.4414895223331,9.56778462623898,6.81864631600165,12.3169229364763,8.36404761992486,5.98241793415362,10.7456773056961,0.833437807284124,0.545897370185944,1.18084255564319,1.18084255564319,0.545897370185944,0.736889474684126,0.929986139884121,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"25",2021-12-25,9.52937202401425,4.50649585149185,14.5522481965367,8.97601380413337,6.39105599499971,11.560971613267,8.1467167334106,5.90004489656907,10.3933885702521,0.858423834615111,0.556778677297396,1.22432227150278,1.22432227150278,0.556778677297396,0.763475015817157,0.953372653413064,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"26",2021-12-26,9.20135768785474,4.25907886966654,14.1436365060429,8.58487916561415,6.16556291709457,11.0041954141337,7.94989049530648,5.80369174089473,10.0960892497182,0.885968218961401,0.570547670308004,1.26968479174207,1.26968479174207,0.570547670308004,0.787612559208711,0.984323878714092,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"27",2021-12-27,8.4369411733179,2.78727843652894,14.0866039101069,8.30835606604636,6.02773372990827,10.5889784021845,7.80482514736059,5.70215480261336,9.90749549210782,0.909858780966003,0.582610838232865,1.30887757243885,1.30887757243885,0.582610838232865,0.806831151580331,1.01288641035168,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"28",2021-12-28,7.20704991003445,1.58692548669634,12.8271743333726,8.0724578468067,5.90894118955979,10.2359745040536,7.69964928942403,5.63031789569493,9.76898068315314,0.928449650781077,0.591726516806425,1.33979930911565,1.33979930911565,0.591726516806425,0.821362891251371,1.03553641031078,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"29",2021-12-29,5.88782462519951,0.929333950685773,10.8463152997133,7.8980402829342,5.79651487885319,9.99956568701522,7.6090564976524,5.57922242820639,9.6388905670984,0.943503056740252,0.599110170707535,1.36484519703355,1.36484519703355,0.599110170707535,0.837943606498953,1.04906250698155,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"30",2021-12-30,4.95670937039928,0.469673189364614,9.44374555143396,7.77038552972861,5.70932743259158,9.83144362686564,7.38956224831916,5.38024779304209,9.39887670359622,0.949245175406874,0.599985994270392,1.37733115083385,1.37733115083385,0.599985994270392,0.847011267329828,1.05147908348392,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
"31",2021-12-31,4.89114819721997,0.772269700304324,9.01002669413561,7.67477574248965,5.65618285653757,9.69336862844172,7.05744832631587,5.07267953459257,9.04221711803916,0.941479996419806,0.590691542582187,1.37271503877824,1.37271503877824,0.590691542582187,0.840322640479382,1.04263735236023,"ARA Werdhölzli","IAV","2021/22",58,"Minimum measurement is 1 case"
