"region","data_type","date","median_R_mean","median_R_highHPD","median_R_lowHPD"
"ZH","infection_norm_n1",2021-03-09,1.16615792623083,2.08073938612067,0.514070311367888
"ZH","infection_norm_n1",2021-03-10,1.20528439624895,2.12015172752631,0.546502160503054
"ZH","infection_norm_n1",2021-03-11,1.24497000706563,2.15713409256353,0.581270297690852
"ZH","infection_norm_n1",2021-03-12,1.28217998150152,2.18703302575119,0.616730095469872
"ZH","infection_norm_n1",2021-03-13,1.31033873187514,2.20134608462913,0.648326316567876
"ZH","infection_norm_n1",2021-03-14,1.32213486226532,2.19137948220725,0.670449521576587
"ZH","infection_norm_n1",2021-03-15,1.31717899631501,2.15801818189742,0.681940561242898
"ZH","infection_norm_n1",2021-03-16,1.30182200178307,2.11109722118028,0.686299355094905
"ZH","infection_norm_n1",2021-03-17,1.28147183954508,2.05900848841184,0.686519005114417
"ZH","infection_norm_n1",2021-03-18,1.25632667689551,2.00292306138019,0.682151564467975
"ZH","infection_norm_n1",2021-03-19,1.23434981969574,1.95328712109881,0.678783237949955
"ZH","infection_norm_n1",2021-03-20,1.22619713192375,1.92351564186751,0.684308291617908
"ZH","infection_norm_n1",2021-03-21,1.23137716318503,1.91250881544661,0.698695779980634
"ZH","infection_norm_n1",2021-03-22,1.2384923000425,1.90511718968563,0.713963188661092
"ZH","infection_norm_n1",2021-03-23,1.23954336138463,1.8905470914852,0.724546907391763
"ZH","infection_norm_n1",2021-03-24,1.23786615619909,1.87261826997677,0.733147330827713
"ZH","infection_norm_n1",2021-03-25,1.24098994533033,1.86077371208076,0.745442874754867
"ZH","infection_norm_n1",2021-03-26,1.2440537674488,1.84922209263101,0.75757894174232
"ZH","infection_norm_n1",2021-03-27,1.23759916520282,1.82639932332867,0.762171558398713
"ZH","infection_norm_n1",2021-03-28,1.21954692039485,1.78985608051756,0.757487193637981
"ZH","infection_norm_n1",2021-03-29,1.19537191717695,1.74663195138785,0.747534618007401
"ZH","infection_norm_n1",2021-03-30,1.16792440968867,1.70070887565164,0.734193010464359
"ZH","infection_norm_n1",2021-03-31,1.13250216352947,1.64676348736111,0.713483840348223
"ZH","infection_norm_n1",2021-04-01,1.08443084555163,1.57929609929975,0.68159516140128
"ZH","infection_norm_n1",2021-04-02,1.02878580411542,1.50457091071781,0.642475273636042
"ZH","infection_norm_n1",2021-04-03,0.972675041014976,1.43145733982356,0.601598298139259
