"sample_date","wwtp","measuring_period","measurement_type","mean","min","max","n_measurements"
2022-04-05,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-05,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-05,"STEP Aire","2021/22","IAV_gc_per_day",2489864070227.75,2410450802984.5,2569277337471,2
2022-04-05,"STEP Aire","2021/22","IAV_gc_per_mL_WW",19.46042495,18.8397421,20.0811078,2
2022-04-05,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-05,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-08,"ARA Werdhölzli","2021/22","IAV_gc_per_day",6608404123825.5,2604615944975.08,11480358905316.8,4
2022-04-08,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",16.8022398425,6.6223828,29.18945939,4
2022-04-08,"ARA Werdhölzli","2021/22","IBV_gc_per_day",407025158988.179,0,814050317976.359,2
2022-04-08,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",1.034884401,0,2.069768802,2
2022-04-08,"STEP Aire","2021/22","IAV_gc_per_day",4071389239984.72,3187849411101.12,6284459612991.4,4
2022-04-08,"STEP Aire","2021/22","IAV_gc_per_mL_WW",18.54779434,14.52270264,28.62975205,4
2022-04-08,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-08,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-11,"ARA Werdhölzli","2021/22","IAV_gc_per_day",5673717776025.23,3555746548119.56,6818470961601.63,4
2022-04-11,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",32.47483905,20.35213971,39.0270993,4
2022-04-11,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-11,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-11,"STEP Aire","2021/22","IAV_gc_per_day",1392748629249.78,868273763113.456,1917223495386.1,2
2022-04-11,"STEP Aire","2021/22","IAV_gc_per_mL_WW",9.823169579,6.124005608,13.52233355,2
2022-04-11,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,1
2022-04-11,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,1
2022-04-15,"ARA Werdhölzli","2021/22","IAV_gc_per_day",2421859754967.06,1595402215105.67,3181955208566.98,4
2022-04-15,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",17.06510921,11.2416555,22.42095688,4
2022-04-15,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-15,"ARA Werdhölzli","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-15,"STEP Aire","2021/22","IAV_gc_per_day",1846561836852.71,1029537020065.85,2281676166995.68,4
2022-04-15,"STEP Aire","2021/22","IAV_gc_per_mL_WW",16.501598156,9.200345124,20.38994984,4
2022-04-15,"STEP Aire","2021/22","IBV_gc_per_day",0,0,0,2
2022-04-15,"STEP Aire","2021/22","IBV_gc_per_mL_WW",0,0,0,2
2022-04-18,"ARA Werdhölzli","2021/22","IAV_gc_per_day",3166357680782.16,2222783315894.05,4783776432256.54,4
2022-04-18,"ARA Werdhölzli","2021/22","IAV_gc_per_mL_WW",23.380738285,16.41327993,35.32393875,4
2022-04-18,"ARA Werdhölzli","2021/22","IBV_gc_per_day",0,0,0,2
