"","date","region_nr","measuring_period","pathogen","total_cnslt"
"1655",2021-03-15,6,"2020/21","IVB",0
"1656",2021-03-22,1,"2020/21","IVB",0
"1657",2021-03-22,2,"2020/21","IVB",0
"1658",2021-03-22,3,"2020/21","IVB",0
"1659",2021-03-22,4,"2020/21","IVB",0
"1660",2021-03-22,5,"2020/21","IVB",0
"1661",2021-03-22,6,"2020/21","IVB",0
"1662",2021-03-29,1,"2020/21","IVB",0
"1663",2021-03-29,2,"2020/21","IVB",0
"1664",2021-03-29,4,"2020/21","IVB",0
"1665",2021-03-29,5,"2020/21","IVB",0
"1666",2021-04-05,1,"2020/21","IVB",0
"1667",2021-04-05,2,"2020/21","IVB",0
"1668",2021-04-05,3,"2020/21","IVB",0
"1669",2021-04-05,4,"2020/21","IVB",0
"1670",2021-04-05,5,"2020/21","IVB",0
"1671",2021-04-05,6,"2020/21","IVB",0
"1672",2021-04-12,1,"2020/21","IVB",0
"1673",2021-04-12,2,"2020/21","IVB",0
"1674",2021-04-12,4,"2020/21","IVB",0
"1675",2021-04-12,5,"2020/21","IVB",0
"1676",2021-04-12,6,"2020/21","IVB",0
"1677",2021-04-19,1,"2020/21","IVB",0
"1678",2021-04-19,2,"2020/21","IVB",0
"1679",2021-04-19,4,"2020/21","IVB",0
"1680",2021-04-19,5,"2020/21","IVB",0
"1681",2021-04-19,6,"2020/21","IVB",0
"1682",2021-04-26,1,"2020/21","IVB",0
"1683",2021-04-26,2,"2020/21","IVB",0
"1684",2021-04-26,3,"2020/21","IVB",0
"1685",2021-04-26,4,"2020/21","IVB",0
"1686",2021-04-26,5,"2020/21","IVB",0
"1687",2021-04-26,6,"2020/21","IVB",0
"1688",2021-05-03,1,"2020/21","IVB",0
"1689",2021-05-03,2,"2020/21","IVB",0
"1690",2021-05-03,4,"2020/21","IVB",0
"1691",2021-05-03,5,"2020/21","IVB",0
"1692",2021-05-03,6,"2020/21","IVB",0
"1693",2021-05-10,1,"2020/21","IVB",0
"1694",2021-05-10,2,"2020/21","IVB",0
"1695",2021-05-10,4,"2020/21","IVB",0
"1696",2021-05-10,5,"2020/21","IVB",0
"1697",2021-05-10,6,"2020/21","IVB",0
"1698",2021-05-17,1,"2020/21","IVB",0
"1699",2021-05-17,2,"2020/21","IVB",0
"1700",2021-05-17,3,"2020/21","IVB",0
"1701",2021-05-17,4,"2020/21","IVB",0
"1702",2021-05-17,5,"2020/21","IVB",0
"1703",2021-05-17,6,"2020/21","IVB",0
"1704",2021-05-24,1,"2020/21","IVB",0
"1705",2021-05-24,4,"2020/21","IVB",0
"1706",2021-05-24,5,"2020/21","IVB",0
"1707",2021-05-31,1,"2020/21","IVB",0
"1708",2021-05-31,2,"2020/21","IVB",0
"1709",2021-05-31,3,"2020/21","IVB",0
"1710",2021-05-31,4,"2020/21","IVB",0
"1711",2021-05-31,5,"2020/21","IVB",0
"1712",2021-06-07,1,"2020/21","IVB",0
"1713",2021-06-07,2,"2020/21","IVB",0
"1714",2021-06-07,4,"2020/21","IVB",0
"1715",2021-06-07,5,"2020/21","IVB",0
"1716",2021-06-07,6,"2020/21","IVB",0
"1717",2021-06-14,1,"2020/21","IVB",0
"1718",2021-06-14,2,"2020/21","IVB",0
"1719",2021-06-14,3,"2020/21","IVB",0
"1720",2021-06-14,4,"2020/21","IVB",0
"1721",2021-06-14,5,"2020/21","IVB",0
"1722",2021-06-21,1,"2020/21","IVB",0
"1723",2021-06-21,2,"2020/21","IVB",0
"1724",2021-06-21,4,"2020/21","IVB",0
"1725",2021-06-21,6,"2020/21","IVB",0
"1726",2021-06-28,1,"2020/21","IVB",0
"1727",2021-06-28,2,"2020/21","IVB",0
"1728",2021-06-28,4,"2020/21","IVB",0
"1729",2021-06-28,5,"2020/21","IVB",0
"1730",2021-06-28,6,"2020/21","IVB",0
"1731",2021-07-05,1,"2020/21","IVB",0
"1732",2021-07-05,2,"2020/21","IVB",0
"1733",2021-07-05,3,"2020/21","IVB",0
"1734",2021-07-05,5,"2020/21","IVB",0
"1735",2021-07-05,6,"2020/21","IVB",0
"1736",2021-07-12,1,"2020/21","IVB",0
"1737",2021-07-12,2,"2020/21","IVB",0
"1738",2021-07-12,3,"2020/21","IVB",0
"1739",2021-07-12,4,"2020/21","IVB",0
"1740",2021-07-12,5,"2020/21","IVB",0
"1741",2021-07-12,6,"2020/21","IVB",0
"1742",2021-07-19,1,"2020/21","IVB",0
"1743",2021-07-19,2,"2020/21","IVB",0
"1744",2021-07-19,4,"2020/21","IVB",0
"1745",2021-07-19,5,"2020/21","IVB",0
"1746",2021-07-19,6,"2020/21","IVB",0
"1747",2021-07-26,2,"2020/21","IVB",0
"1748",2021-07-26,4,"2020/21","IVB",0
"1749",2021-08-02,1,"2021/22","IVB",0
"1750",2021-08-02,2,"2021/22","IVB",0
"1751",2021-08-02,6,"2021/22","IVB",0
"1752",2021-08-09,1,"2021/22","IVB",0
"1753",2021-08-09,2,"2021/22","IVB",0
"1754",2021-08-09,4,"2021/22","IVB",0
"1755",2021-08-09,6,"2021/22","IVB",0
"1756",2021-08-16,1,"2021/22","IVB",0
"1757",2021-08-16,2,"2021/22","IVB",0
"1758",2021-08-16,4,"2021/22","IVB",0
"1759",2021-08-23,1,"2021/22","IVB",0
"1760",2021-08-23,2,"2021/22","IVB",0
"1761",2021-08-23,4,"2021/22","IVB",0
"1762",2021-08-23,5,"2021/22","IVB",0
"1763",2021-08-23,6,"2021/22","IVB",0
"1764",2021-08-30,1,"2021/22","IVB",0
"1765",2021-08-30,2,"2021/22","IVB",0
"1766",2021-08-30,4,"2021/22","IVB",0
"1767",2021-08-30,5,"2021/22","IVB",0
"1768",2021-08-30,6,"2021/22","IVB",0
"1769",2021-09-06,1,"2021/22","IVB",0
"1770",2021-09-06,2,"2021/22","IVB",0
"1771",2021-09-06,4,"2021/22","IVB",0
"1772",2021-09-06,5,"2021/22","IVB",0
"1773",2021-09-06,6,"2021/22","IVB",0
"1774",2021-09-13,1,"2021/22","IVB",0
"1775",2021-09-13,2,"2021/22","IVB",0
"1776",2021-09-13,3,"2021/22","IVB",0
"1777",2021-09-13,4,"2021/22","IVB",0
"1778",2021-09-13,5,"2021/22","IVB",0
"1779",2021-09-13,6,"2021/22","IVB",0
"1780",2021-09-20,1,"2021/22","IVB",0
"1781",2021-09-20,2,"2021/22","IVB",0
"1782",2021-09-20,4,"2021/22","IVB",0
"1783",2021-09-20,5,"2021/22","IVB",0
"1784",2021-09-20,6,"2021/22","IVB",0
"1785",2021-09-27,1,"2021/22","IVB",0
"1786",2021-09-27,2,"2021/22","IVB",0
"1787",2021-09-27,4,"2021/22","IVB",0
"1788",2021-09-27,5,"2021/22","IVB",0
"1789",2021-09-27,6,"2021/22","IVB",0
"1790",2021-10-04,1,"2021/22","IVB",0
"1791",2021-10-04,2,"2021/22","IVB",0
"1792",2021-10-04,3,"2021/22","IVB",0
"1793",2021-10-04,5,"2021/22","IVB",0
"1794",2021-10-04,6,"2021/22","IVB",0
"1795",2021-10-11,1,"2021/22","IVB",0
"1796",2021-10-11,2,"2021/22","IVB",0
"1797",2021-10-11,3,"2021/22","IVB",0
"1798",2021-10-11,5,"2021/22","IVB",0
"1799",2021-10-11,6,"2021/22","IVB",0
"1800",2021-10-18,1,"2021/22","IVB",0
"1801",2021-10-18,2,"2021/22","IVB",0
"1802",2021-10-18,3,"2021/22","IVB",0
"1803",2021-10-18,4,"2021/22","IVB",0
"1804",2021-10-18,5,"2021/22","IVB",0
"1805",2021-10-18,6,"2021/22","IVB",0
"1806",2021-10-25,1,"2021/22","IVB",0
"1807",2021-10-25,2,"2021/22","IVB",0
"1808",2021-10-25,3,"2021/22","IVB",0
"1809",2021-10-25,5,"2021/22","IVB",0
"1810",2021-10-25,6,"2021/22","IVB",0
"1811",2021-11-01,1,"2021/22","IVB",0
"1812",2021-11-01,2,"2021/22","IVB",0
"1813",2021-11-01,3,"2021/22","IVB",0
"1814",2021-11-01,4,"2021/22","IVB",0
"1815",2021-11-01,5,"2021/22","IVB",0
"1816",2021-11-01,6,"2021/22","IVB",0
"1817",2021-11-08,1,"2021/22","IVB",0
"1818",2021-11-08,2,"2021/22","IVB",0
"1819",2021-11-08,3,"2021/22","IVB",0
"1820",2021-11-08,4,"2021/22","IVB",0
"1821",2021-11-08,5,"2021/22","IVB",0
"1822",2021-11-08,6,"2021/22","IVB",0
"1823",2021-11-15,1,"2021/22","IVB",0
"1824",2021-11-15,2,"2021/22","IVB",0
"1825",2021-11-15,3,"2021/22","IVB",0
"1826",2021-11-15,4,"2021/22","IVB",0
"1827",2021-11-15,5,"2021/22","IVB",0
"1828",2021-11-15,6,"2021/22","IVB",0
"1829",2021-11-22,1,"2021/22","IVB",0
"1830",2021-11-22,2,"2021/22","IVB",0
"1831",2021-11-22,3,"2021/22","IVB",0
"1832",2021-11-22,4,"2021/22","IVB",5.33333333333333
"1833",2021-11-22,5,"2021/22","IVB",0
"1834",2021-11-22,6,"2021/22","IVB",0
"1835",2021-11-29,1,"2021/22","IVB",0
"1836",2021-11-29,2,"2021/22","IVB",0
"1837",2021-11-29,3,"2021/22","IVB",1.375
"1838",2021-11-29,4,"2021/22","IVB",0
"1839",2021-11-29,5,"2021/22","IVB",0
"1840",2021-11-29,6,"2021/22","IVB",0
"1841",2021-12-06,1,"2021/22","IVB",0
"1842",2021-12-06,2,"2021/22","IVB",0
"1843",2021-12-06,3,"2021/22","IVB",0
"1844",2021-12-06,4,"2021/22","IVB",0
"1845",2021-12-06,5,"2021/22","IVB",0
"1846",2021-12-06,6,"2021/22","IVB",0
"1847",2021-12-13,1,"2021/22","IVB",0
"1848",2021-12-13,2,"2021/22","IVB",0
"1849",2021-12-13,3,"2021/22","IVB",0
"1850",2021-12-13,4,"2021/22","IVB",0
"1851",2021-12-13,5,"2021/22","IVB",0
"1852",2021-12-13,6,"2021/22","IVB",0
"1853",2021-12-20,1,"2021/22","IVB",0
"1854",2021-12-20,2,"2021/22","IVB",0
"1855",2021-12-20,3,"2021/22","IVB",0
"1856",2021-12-20,4,"2021/22","IVB",0
"1857",2021-12-20,5,"2021/22","IVB",0
"1858",2021-12-20,6,"2021/22","IVB",0
"1859",2021-12-27,1,"2021/22","IVB",0
"1860",2021-12-27,2,"2021/22","IVB",0
"1861",2021-12-27,3,"2021/22","IVB",0
"1862",2021-12-27,5,"2021/22","IVB",0
"1863",2021-12-27,6,"2021/22","IVB",0
"1864",2022-01-03,1,"2021/22","IVB",0
"1865",2022-01-03,1,"2021/22","IVB",0
"1866",2022-01-03,2,"2021/22","IVB",0
"1867",2022-01-03,3,"2021/22","IVB",0
"1868",2022-01-03,4,"2021/22","IVB",0
"1869",2022-01-03,5,"2021/22","IVB",0
"1870",2022-01-03,5,"2021/22","IVB",0
"1871",2022-01-03,6,"2021/22","IVB",0
"1872",2022-01-10,1,"2021/22","IVB",0
"1873",2022-01-10,2,"2021/22","IVB",0
"1874",2022-01-10,3,"2021/22","IVB",0
"1875",2022-01-10,4,"2021/22","IVB",0
"1876",2022-01-10,5,"2021/22","IVB",0
"1877",2022-01-10,6,"2021/22","IVB",0
"1878",2022-01-17,1,"2021/22","IVB",0
"1879",2022-01-17,2,"2021/22","IVB",0
"1880",2022-01-17,3,"2021/22","IVB",0
"1881",2022-01-17,4,"2021/22","IVB",0
"1882",2022-01-17,5,"2021/22","IVB",0
"1883",2022-01-17,6,"2021/22","IVB",0
"1884",2022-01-24,1,"2021/22","IVB",0
"1885",2022-01-24,2,"2021/22","IVB",0
"1886",2022-01-24,3,"2021/22","IVB",0
"1887",2022-01-24,4,"2021/22","IVB",0
"1888",2022-01-24,5,"2021/22","IVB",0
"1889",2022-01-24,6,"2021/22","IVB",0
"1890",2022-01-31,1,"2021/22","IVB",0
"1891",2022-01-31,2,"2021/22","IVB",0
"1892",2022-01-31,3,"2021/22","IVB",0
"1893",2022-01-31,4,"2021/22","IVB",0
"1894",2022-01-31,5,"2021/22","IVB",0
"1895",2022-01-31,6,"2021/22","IVB",0
"1896",2022-02-07,1,"2021/22","IVB",0
"1897",2022-02-07,2,"2021/22","IVB",0
"1898",2022-02-07,3,"2021/22","IVB",0
"1899",2022-02-07,4,"2021/22","IVB",0
"1900",2022-02-07,5,"2021/22","IVB",0
"1901",2022-02-07,6,"2021/22","IVB",0
"1902",2022-02-14,1,"2021/22","IVB",0
"1903",2022-02-14,2,"2021/22","IVB",0
"1904",2022-02-14,3,"2021/22","IVB",0
"1905",2022-02-14,4,"2021/22","IVB",0
"1906",2022-02-14,5,"2021/22","IVB",0
"1907",2022-02-14,6,"2021/22","IVB",0
"1908",2022-02-21,1,"2021/22","IVB",0
"1909",2022-02-21,2,"2021/22","IVB",0
"1910",2022-02-21,3,"2021/22","IVB",0
"1911",2022-02-21,4,"2021/22","IVB",0
"1912",2022-02-21,5,"2021/22","IVB",0
"1913",2022-02-21,6,"2021/22","IVB",0
"1914",2022-02-28,1,"2021/22","IVB",0
"1915",2022-02-28,2,"2021/22","IVB",0
"1916",2022-02-28,3,"2021/22","IVB",0
"1917",2022-02-28,4,"2021/22","IVB",0
"1918",2022-02-28,5,"2021/22","IVB",0
"1919",2022-02-28,6,"2021/22","IVB",0
"1920",2022-03-07,1,"2021/22","IVB",0
"1921",2022-03-07,2,"2021/22","IVB",0
"1922",2022-03-07,3,"2021/22","IVB",0
"1923",2022-03-07,4,"2021/22","IVB",0
"1924",2022-03-07,5,"2021/22","IVB",0
"1925",2022-03-07,6,"2021/22","IVB",0
"1926",2022-03-14,1,"2021/22","IVB",0
"1927",2022-03-14,2,"2021/22","IVB",0
"1928",2022-03-14,3,"2021/22","IVB",0
"1929",2022-03-14,4,"2021/22","IVB",0
"1930",2022-03-14,5,"2021/22","IVB",0
"1931",2022-03-14,6,"2021/22","IVB",0
"1932",2022-03-21,1,"2021/22","IVB",0
"1933",2022-03-21,2,"2021/22","IVB",0
"1934",2022-03-21,3,"2021/22","IVB",0
"1935",2022-03-21,4,"2021/22","IVB",0
"1936",2022-03-21,5,"2021/22","IVB",0
"1937",2022-03-21,6,"2021/22","IVB",0
"1938",2022-03-28,1,"2021/22","IVB",0
"1939",2022-03-28,2,"2021/22","IVB",0
"1940",2022-03-28,3,"2021/22","IVB",0
"1941",2022-03-28,4,"2021/22","IVB",0
"1942",2022-03-28,5,"2021/22","IVB",0
"1943",2022-03-28,6,"2021/22","IVB",0
"1944",2022-04-04,1,"2021/22","IVB",0
"1945",2022-04-04,2,"2021/22","IVB",0
"1946",2022-04-04,3,"2021/22","IVB",0
"1947",2022-04-04,4,"2021/22","IVB",0
"1948",2022-04-04,5,"2021/22","IVB",0
"1949",2022-04-04,6,"2021/22","IVB",0
"1950",2022-04-11,1,"2021/22","IVB",0
"1951",2022-04-11,2,"2021/22","IVB",0
"1952",2022-04-11,3,"2021/22","IVB",0
"1953",2022-04-11,4,"2021/22","IVB",0
"1954",2022-04-11,5,"2021/22","IVB",0
"1955",2022-04-11,6,"2021/22","IVB",0
"1956",2022-04-18,1,"2021/22","IVB",0
"1957",2022-04-18,2,"2021/22","IVB",0
"1958",2022-04-18,4,"2021/22","IVB",0
"1959",2022-04-18,5,"2021/22","IVB",0
"1960",2022-04-18,6,"2021/22","IVB",0
"1961",2022-04-25,1,"2021/22","IVB",0
"1962",2022-04-25,2,"2021/22","IVB",0
"1963",2022-04-25,3,"2021/22","IVB",0
"1964",2022-04-25,4,"2021/22","IVB",0
"1965",2022-04-25,5,"2021/22","IVB",0
"1966",2022-04-25,6,"2021/22","IVB",0
"1967",2022-05-02,1,"2021/22","IVB",0
"1968",2022-05-02,2,"2021/22","IVB",0
"1969",2022-05-02,3,"2021/22","IVB",0
"1970",2022-05-02,5,"2021/22","IVB",0
"1971",2022-05-02,6,"2021/22","IVB",0
"1972",2022-05-09,1,"2021/22","IVB",0
"1973",2022-05-09,2,"2021/22","IVB",0
"1974",2022-05-09,4,"2021/22","IVB",0
"1975",2022-05-09,5,"2021/22","IVB",0
"1976",2022-05-09,6,"2021/22","IVB",0
"1977",2022-05-16,1,"2021/22","IVB",0
"1978",2022-05-16,2,"2021/22","IVB",1.2
"1979",2022-05-16,3,"2021/22","IVB",0
"1980",2022-05-16,4,"2021/22","IVB",0
"1981",2022-05-16,5,"2021/22","IVB",0
"1982",2022-05-16,6,"2021/22","IVB",0
"1983",2022-05-23,1,"2021/22","IVB",0
"1984",2022-05-23,2,"2021/22","IVB",0
"1985",2022-05-23,3,"2021/22","IVB",0
"1986",2022-05-23,4,"2021/22","IVB",0
"1987",2022-05-23,5,"2021/22","IVB",0
"1988",2022-05-23,6,"2021/22","IVB",0
"1989",2022-05-30,1,"2021/22","IVB",0
"1990",2022-05-30,2,"2021/22","IVB",0
"1991",2022-05-30,4,"2021/22","IVB",0
"1992",2022-05-30,5,"2021/22","IVB",0
"1993",2022-05-30,6,"2021/22","IVB",0
"1994",2022-06-06,1,"2021/22","IVB",0
"1995",2022-06-06,2,"2021/22","IVB",0
"1996",2022-06-06,4,"2021/22","IVB",0
"1997",2022-06-06,5,"2021/22","IVB",0
"1998",2022-06-06,6,"2021/22","IVB",0
"1999",2022-06-13,1,"2021/22","IVB",1.11111111111111
"2000",2022-06-13,2,"2021/22","IVB",0
"2001",2022-06-13,3,"2021/22","IVB",0
"2002",2022-06-13,4,"2021/22","IVB",0
"2003",2022-06-13,5,"2021/22","IVB",0
"2004",2022-06-13,6,"2021/22","IVB",0
"2005",2022-06-20,1,"2021/22","IVB",0
"2006",2022-06-20,2,"2021/22","IVB",0
"2007",2022-06-20,3,"2021/22","IVB",0
"2008",2022-06-20,4,"2021/22","IVB",0
"2009",2022-06-20,5,"2021/22","IVB",0
"2010",2022-06-20,6,"2021/22","IVB",0
"2011",2022-06-27,1,"2021/22","IVB",0
"2012",2022-06-27,2,"2021/22","IVB",0
"2013",2022-06-27,3,"2021/22","IVB",0
"2014",2022-06-27,4,"2021/22","IVB",0
"2015",2022-06-27,5,"2021/22","IVB",0
"2016",2022-06-27,6,"2021/22","IVB",0
"2017",2022-07-04,1,"2021/22","IVB",0
"2018",2022-07-04,2,"2021/22","IVB",0
"2019",2022-07-04,4,"2021/22","IVB",0
"2020",2022-07-04,5,"2021/22","IVB",0
"2021",2022-07-04,6,"2021/22","IVB",0
"2022",2022-07-11,1,"2021/22","IVB",0
"2023",2022-07-11,2,"2021/22","IVB",0
"2024",2022-07-11,3,"2021/22","IVB",0
"2025",2022-07-11,4,"2021/22","IVB",0
"2026",2022-07-11,5,"2021/22","IVB",0
"2027",2022-07-11,6,"2021/22","IVB",0
"2028",2022-07-18,1,"2021/22","IVB",0
"2029",2022-07-18,2,"2021/22","IVB",0
"2030",2022-07-18,4,"2021/22","IVB",0
"2031",2022-07-18,5,"2021/22","IVB",0
"2032",2022-07-18,6,"2021/22","IVB",0
"2033",2022-07-25,1,"2021/22","IVB",0
"2034",2022-07-25,2,"2021/22","IVB",0
"2035",2022-07-25,4,"2021/22","IVB",0
"2036",2022-07-25,5,"2021/22","IVB",0
"2037",2022-07-25,6,"2021/22","IVB",0
"2038",2022-08-01,1,"2022/23","IVB",0
"2039",2022-08-01,2,"2022/23","IVB",0
"2040",2022-08-01,3,"2022/23","IVB",0
"2041",2022-08-01,4,"2022/23","IVB",0
"2042",2022-08-01,5,"2022/23","IVB",0
"2043",2022-08-01,6,"2022/23","IVB",0
"2044",2022-08-08,1,"2022/23","IVB",0
"2045",2022-08-08,2,"2022/23","IVB",0
"2046",2022-08-08,3,"2022/23","IVB",0
"2047",2022-08-08,4,"2022/23","IVB",0
"2048",2022-08-08,5,"2022/23","IVB",0
"2049",2022-08-08,6,"2022/23","IVB",0
"2050",2022-08-15,1,"2022/23","IVB",0
"2051",2022-08-15,2,"2022/23","IVB",0
"2052",2022-08-15,3,"2022/23","IVB",0
"2053",2022-08-15,4,"2022/23","IVB",0
"2054",2022-08-15,5,"2022/23","IVB",0
"2055",2022-08-15,6,"2022/23","IVB",0
"2056",2022-08-22,1,"2022/23","IVB",0
"2057",2022-08-22,2,"2022/23","IVB",0
"2058",2022-08-22,3,"2022/23","IVB",0
"2059",2022-08-22,4,"2022/23","IVB",0
"2060",2022-08-22,5,"2022/23","IVB",0
"2061",2022-08-22,6,"2022/23","IVB",0
"2062",2022-08-29,1,"2022/23","IVB",0
"2063",2022-08-29,2,"2022/23","IVB",0
"2064",2022-08-29,3,"2022/23","IVB",0
"2065",2022-08-29,4,"2022/23","IVB",0
"2066",2022-08-29,5,"2022/23","IVB",0
"2067",2022-08-29,6,"2022/23","IVB",0
"2068",2022-09-05,1,"2022/23","IVB",0
"2069",2022-09-05,2,"2022/23","IVB",0
"2070",2022-09-05,3,"2022/23","IVB",0
"2071",2022-09-05,4,"2022/23","IVB",0
"2072",2022-09-05,5,"2022/23","IVB",0
"2073",2022-09-05,6,"2022/23","IVB",0
"2074",2022-09-12,1,"2022/23","IVB",0
"2075",2022-09-12,2,"2022/23","IVB",0
"2076",2022-09-12,3,"2022/23","IVB",0
"2077",2022-09-12,4,"2022/23","IVB",0
"2078",2022-09-12,5,"2022/23","IVB",0
"2079",2022-09-12,6,"2022/23","IVB",0
"2080",2022-09-19,1,"2022/23","IVB",0
"2081",2022-09-19,2,"2022/23","IVB",0
"2082",2022-09-19,3,"2022/23","IVB",0
"2083",2022-09-19,4,"2022/23","IVB",0
"2084",2022-09-19,5,"2022/23","IVB",0
"2085",2022-09-19,6,"2022/23","IVB",0
"2086",2022-09-26,1,"2022/23","IVB",0
"2087",2022-09-26,2,"2022/23","IVB",0
"2088",2022-09-26,3,"2022/23","IVB",0
"2089",2022-09-26,4,"2022/23","IVB",0
"2090",2022-09-26,5,"2022/23","IVB",0
"2091",2022-09-26,6,"2022/23","IVB",0
"2092",2022-10-03,1,"2022/23","IVB",0
"2093",2022-10-03,2,"2022/23","IVB",0
"2094",2022-10-03,3,"2022/23","IVB",0
"2095",2022-10-03,4,"2022/23","IVB",0
"2096",2022-10-03,5,"2022/23","IVB",0
"2097",2022-10-03,6,"2022/23","IVB",0
"2098",2022-10-10,1,"2022/23","IVB",0
"2099",2022-10-10,2,"2022/23","IVB",0
"2100",2022-10-10,3,"2022/23","IVB",0
"2101",2022-10-10,4,"2022/23","IVB",0
"2102",2022-10-10,5,"2022/23","IVB",0
"2103",2022-10-10,6,"2022/23","IVB",0
"2104",2022-10-17,1,"2022/23","IVB",0
"2105",2022-10-17,2,"2022/23","IVB",0
"2106",2022-10-17,3,"2022/23","IVB",0
"2107",2022-10-17,4,"2022/23","IVB",0
"2108",2022-10-17,5,"2022/23","IVB",0
"2109",2022-10-17,6,"2022/23","IVB",0
"2110",2022-10-24,1,"2022/23","IVB",0
"2111",2022-10-24,2,"2022/23","IVB",0
"2112",2022-10-24,3,"2022/23","IVB",0
"2113",2022-10-24,4,"2022/23","IVB",0
"2114",2022-10-24,5,"2022/23","IVB",0
"2115",2022-10-24,6,"2022/23","IVB",0
"2116",2022-10-31,1,"2022/23","IVB",0
"2117",2022-10-31,2,"2022/23","IVB",0
"2118",2022-10-31,3,"2022/23","IVB",0
"2119",2022-10-31,4,"2022/23","IVB",0
"2120",2022-10-31,5,"2022/23","IVB",0
"2121",2022-10-31,6,"2022/23","IVB",0
"2122",2022-11-07,1,"2022/23","IVB",0
"2123",2022-11-07,2,"2022/23","IVB",0
"2124",2022-11-07,3,"2022/23","IVB",0
"2125",2022-11-07,4,"2022/23","IVB",0
"2126",2022-11-07,5,"2022/23","IVB",0
"2127",2022-11-07,6,"2022/23","IVB",0
"2128",2022-11-14,1,"2022/23","IVB",0
"2129",2022-11-14,2,"2022/23","IVB",0
"2130",2022-11-14,3,"2022/23","IVB",0
"2131",2022-11-14,4,"2022/23","IVB",0
"2132",2022-11-14,5,"2022/23","IVB",0
"2133",2022-11-14,6,"2022/23","IVB",0
"2134",2022-11-21,1,"2022/23","IVB",0
"2135",2022-11-21,2,"2022/23","IVB",0
"2136",2022-11-21,3,"2022/23","IVB",0
"2137",2022-11-21,4,"2022/23","IVB",0
"2138",2022-11-21,5,"2022/23","IVB",0
"2139",2022-11-21,6,"2022/23","IVB",0
"2140",2022-11-28,1,"2022/23","IVB",0
"2141",2022-11-28,2,"2022/23","IVB",0
"2142",2022-11-28,3,"2022/23","IVB",3.66666666666667
"2143",2022-11-28,4,"2022/23","IVB",0
"2144",2022-11-28,5,"2022/23","IVB",0
"2145",2022-11-28,6,"2022/23","IVB",0
"2146",2022-12-05,1,"2022/23","IVB",0
"2147",2022-12-05,2,"2022/23","IVB",0
"2148",2022-12-05,3,"2022/23","IVB",0
"2149",2022-12-05,4,"2022/23","IVB",0
"2150",2022-12-05,5,"2022/23","IVB",3.16666666666667
"2151",2022-12-05,6,"2022/23","IVB",0
"2152",2022-12-12,1,"2022/23","IVB",0
"2153",2022-12-12,2,"2022/23","IVB",0
"2154",2022-12-12,3,"2022/23","IVB",0
"2155",2022-12-12,4,"2022/23","IVB",0
"2156",2022-12-12,5,"2022/23","IVB",4.1
"2157",2022-12-12,6,"2022/23","IVB",0
"2158",2022-12-19,1,"2022/23","IVB",0
"2159",2022-12-19,2,"2022/23","IVB",0
"2160",2022-12-19,3,"2022/23","IVB",6.63157894736842
"2161",2022-12-19,4,"2022/23","IVB",0
"2162",2022-12-19,5,"2022/23","IVB",0
"2163",2022-12-19,6,"2022/23","IVB",0
"2164",2022-12-26,1,"2022/23","IVB",1.875
"2165",2022-12-26,2,"2022/23","IVB",5.5625
"2166",2022-12-26,3,"2022/23","IVB",0
"2167",2022-12-26,4,"2022/23","IVB",0
"2168",2022-12-26,5,"2022/23","IVB",0
"2169",2022-12-26,6,"2022/23","IVB",0
"2170",2023-01-02,1,"2022/23","IVB",0
"2171",2023-01-02,2,"2022/23","IVB",0
"2172",2023-01-02,3,"2022/23","IVB",0
"2173",2023-01-02,4,"2022/23","IVB",0
"2174",2023-01-02,5,"2022/23","IVB",0
"2175",2023-01-02,6,"2022/23","IVB",0
"2176",2023-01-09,1,"2022/23","IVB",2.33333333333333
"2177",2023-01-09,2,"2022/23","IVB",0
"2178",2023-01-09,3,"2022/23","IVB",0
"2179",2023-01-09,4,"2022/23","IVB",0
"2180",2023-01-09,5,"2022/23","IVB",0
"2181",2023-01-09,6,"2022/23","IVB",0
"2182",2023-01-16,1,"2022/23","IVB",0
"2183",2023-01-16,2,"2022/23","IVB",0
"2184",2023-01-16,3,"2022/23","IVB",0
"2185",2023-01-16,4,"2022/23","IVB",0
"2186",2023-01-16,5,"2022/23","IVB",0
"2187",2023-01-16,6,"2022/23","IVB",0
"2188",2023-01-23,1,"2022/23","IVB",0
"2189",2023-01-23,2,"2022/23","IVB",9.14285714285714
"2190",2023-01-23,3,"2022/23","IVB",1.375
"2191",2023-01-23,4,"2022/23","IVB",8
"2192",2023-01-23,5,"2022/23","IVB",12.9
"2193",2023-01-23,6,"2022/23","IVB",0
"2194",2023-01-30,1,"2022/23","IVB",2.3
"2195",2023-01-30,2,"2022/23","IVB",4
"2196",2023-01-30,3,"2022/23","IVB",2.5
"2197",2023-01-30,4,"2022/23","IVB",0
"2198",2023-01-30,5,"2022/23","IVB",8.72727272727273
"2199",2023-01-30,6,"2022/23","IVB",0
"2200",2023-02-06,1,"2022/23","IVB",19.2857142857143
"2201",2023-02-06,2,"2022/23","IVB",5.52
"2202",2023-02-06,3,"2022/23","IVB",0
"2203",2023-02-06,4,"2022/23","IVB",3
"2204",2023-02-06,5,"2022/23","IVB",12.3076923076923
"2205",2023-02-06,6,"2022/23","IVB",2.57142857142857
"2206",2023-02-13,1,"2022/23","IVB",1.90909090909091
"2207",2023-02-13,2,"2022/23","IVB",5.8695652173913
"2208",2023-02-13,3,"2022/23","IVB",9
