"","influenza_type","date","wwtp","total_cases","measuring_period","daily_cases","date_2","is_observation"
"251",NA,2021-08-30,NA,NA,NA,0,NA,NA
"252",NA,2021-08-31,NA,NA,NA,0,NA,NA
"253",NA,2021-09-01,NA,NA,NA,0,NA,NA
"254","B",2021-09-02,"BASEL",0,"2021/22",0,2021-09-02,TRUE
"255",NA,2021-09-03,NA,NA,NA,0,NA,NA
"256",NA,2021-09-04,NA,NA,NA,0,NA,NA
"257",NA,2021-09-05,NA,NA,NA,0,NA,NA
"258",NA,2021-09-06,NA,NA,NA,0,NA,NA
"259",NA,2021-09-07,NA,NA,NA,0,NA,NA
"260",NA,2021-09-08,NA,NA,NA,0,NA,NA
"261","B",2021-09-09,"BASEL",0,"2021/22",0,2021-09-09,TRUE
"262",NA,2021-09-10,NA,NA,NA,0,NA,NA
"263",NA,2021-09-11,NA,NA,NA,0,NA,NA
"264",NA,2021-09-12,NA,NA,NA,0,NA,NA
"265",NA,2021-09-13,NA,NA,NA,0,NA,NA
"266",NA,2021-09-14,NA,NA,NA,0,NA,NA
"267",NA,2021-09-15,NA,NA,NA,0,NA,NA
"268","B",2021-09-16,"BASEL",0,"2021/22",0,2021-09-16,TRUE
"269",NA,2021-09-17,NA,NA,NA,0,NA,NA
"270",NA,2021-09-18,NA,NA,NA,0,NA,NA
"271",NA,2021-09-19,NA,NA,NA,0,NA,NA
"272",NA,2021-09-20,NA,NA,NA,0,NA,NA
"273",NA,2021-09-21,NA,NA,NA,0,NA,NA
"274",NA,2021-09-22,NA,NA,NA,0,NA,NA
"275","B",2021-09-23,"BASEL",0,"2021/22",0,2021-09-23,TRUE
"276",NA,2021-09-24,NA,NA,NA,0,NA,NA
"277",NA,2021-09-25,NA,NA,NA,0,NA,NA
"278",NA,2021-09-26,NA,NA,NA,0,NA,NA
"279",NA,2021-09-27,NA,NA,NA,0,NA,NA
"280",NA,2021-09-28,NA,NA,NA,0,NA,NA
"281",NA,2021-09-29,NA,NA,NA,0,NA,NA
"282","B",2021-09-30,"BASEL",0,"2021/22",0,2021-09-30,TRUE
"283",NA,2021-10-01,NA,NA,NA,0,NA,NA
"284",NA,2021-10-02,NA,NA,NA,0,NA,NA
"285",NA,2021-10-03,NA,NA,NA,0,NA,NA
"286",NA,2021-10-04,NA,NA,NA,0,NA,NA
"287",NA,2021-10-05,NA,NA,NA,0,NA,NA
"288",NA,2021-10-06,NA,NA,NA,0,NA,NA
"289","B",2021-10-07,"BASEL",0,"2021/22",0,2021-10-07,TRUE
"290",NA,2021-10-08,NA,NA,NA,0,NA,NA
"291",NA,2021-10-09,NA,NA,NA,0,NA,NA
"292",NA,2021-10-10,NA,NA,NA,0,NA,NA
"293",NA,2021-10-11,NA,NA,NA,0,NA,NA
"294",NA,2021-10-12,NA,NA,NA,0,NA,NA
"295",NA,2021-10-13,NA,NA,NA,0,NA,NA
"296","B",2021-10-14,"BASEL",0,"2021/22",0,2021-10-14,TRUE
"297",NA,2021-10-15,NA,NA,NA,0,NA,NA
"298",NA,2021-10-16,NA,NA,NA,0,NA,NA
"299",NA,2021-10-17,NA,NA,NA,0,NA,NA
"300",NA,2021-10-18,NA,NA,NA,0,NA,NA
"301",NA,2021-10-19,NA,NA,NA,0,NA,NA
"302",NA,2021-10-20,NA,NA,NA,0,NA,NA
"303","B",2021-10-21,"BASEL",0,"2021/22",0,2021-10-21,TRUE
"304",NA,2021-10-22,NA,NA,NA,0,NA,NA
"305",NA,2021-10-23,NA,NA,NA,0,NA,NA
"306",NA,2021-10-24,NA,NA,NA,0,NA,NA
"307",NA,2021-10-25,NA,NA,NA,0,NA,NA
"308",NA,2021-10-26,NA,NA,NA,0,NA,NA
"309",NA,2021-10-27,NA,NA,NA,0,NA,NA
"310","B",2021-10-28,"BASEL",0,"2021/22",0,2021-10-28,TRUE
"311",NA,2021-10-29,NA,NA,NA,0,NA,NA
"312",NA,2021-10-30,NA,NA,NA,0,NA,NA
"313",NA,2021-10-31,NA,NA,NA,0,NA,NA
"314",NA,2021-11-01,NA,NA,NA,0,NA,NA
"315",NA,2021-11-02,NA,NA,NA,0,NA,NA
"316",NA,2021-11-03,NA,NA,NA,0,NA,NA
"317","B",2021-11-04,"BASEL",0,"2021/22",0,2021-11-04,TRUE
"318",NA,2021-11-05,NA,NA,NA,0,NA,NA
"319",NA,2021-11-06,NA,NA,NA,0,NA,NA
"320",NA,2021-11-07,NA,NA,NA,0,NA,NA
"321",NA,2021-11-08,NA,NA,NA,0,NA,NA
"322",NA,2021-11-09,NA,NA,NA,0,NA,NA
"323",NA,2021-11-10,NA,NA,NA,0,NA,NA
"324","B",2021-11-11,"BASEL",0,"2021/22",0,2021-11-11,TRUE
"325",NA,2021-11-12,NA,NA,NA,0,NA,NA
"326",NA,2021-11-13,NA,NA,NA,0,NA,NA
"327",NA,2021-11-14,NA,NA,NA,0,NA,NA
"328",NA,2021-11-15,NA,NA,NA,0,NA,NA
"329",NA,2021-11-16,NA,NA,NA,0,NA,NA
"330",NA,2021-11-17,NA,NA,NA,0,NA,NA
"331","B",2021-11-18,"BASEL",0,"2021/22",0,2021-11-18,TRUE
"332",NA,2021-11-19,NA,NA,NA,0,NA,NA
"333",NA,2021-11-20,NA,NA,NA,0,NA,NA
"334",NA,2021-11-21,NA,NA,NA,0,NA,NA
"335",NA,2021-11-22,NA,NA,NA,0,NA,NA
"336",NA,2021-11-23,NA,NA,NA,0,NA,NA
"337",NA,2021-11-24,NA,NA,NA,0,NA,NA
"338","B",2021-11-25,"BASEL",0,"2021/22",0,2021-11-25,TRUE
"339",NA,2021-11-26,NA,NA,NA,0,NA,NA
"340",NA,2021-11-27,NA,NA,NA,0,NA,NA
"341",NA,2021-11-28,NA,NA,NA,0,NA,NA
"342",NA,2021-11-29,NA,NA,NA,0,NA,NA
"343",NA,2021-11-30,NA,NA,NA,0,NA,NA
"344",NA,2021-12-01,NA,NA,NA,0,NA,NA
"345","B",2021-12-02,"BASEL",0,"2021/22",0,2021-12-02,TRUE
"346",NA,2021-12-03,NA,NA,NA,0,NA,NA
"347",NA,2021-12-04,NA,NA,NA,0,NA,NA
"348",NA,2021-12-05,NA,NA,NA,0,NA,NA
"349",NA,2021-12-06,NA,NA,NA,0,NA,NA
"350",NA,2021-12-07,NA,NA,NA,0,NA,NA
"351",NA,2021-12-08,NA,NA,NA,0,NA,NA
"352","B",2021-12-09,"BASEL",0,"2021/22",0,2021-12-09,TRUE
"353",NA,2021-12-10,NA,NA,NA,0,NA,NA
"354",NA,2021-12-11,NA,NA,NA,0,NA,NA
"355",NA,2021-12-12,NA,NA,NA,0,NA,NA
"356",NA,2021-12-13,NA,NA,NA,0,NA,NA
"357",NA,2021-12-14,NA,NA,NA,0,NA,NA
"358",NA,2021-12-15,NA,NA,NA,0,NA,NA
"359","B",2021-12-16,"BASEL",0,"2021/22",0,2021-12-16,TRUE
"360",NA,2021-12-17,NA,NA,NA,0,NA,NA
"361",NA,2021-12-18,NA,NA,NA,0,NA,NA
"362",NA,2021-12-19,NA,NA,NA,0,NA,NA
"363",NA,2021-12-20,NA,NA,NA,0,NA,NA
"364",NA,2021-12-21,NA,NA,NA,0,NA,NA
"365",NA,2021-12-22,NA,NA,NA,0,NA,NA
"366","B",2021-12-23,"BASEL",0,"2021/22",0,2021-12-23,TRUE
"367",NA,2021-12-24,NA,NA,NA,0,NA,NA
"368",NA,2021-12-25,NA,NA,NA,0,NA,NA
"369",NA,2021-12-26,NA,NA,NA,0,NA,NA
"370",NA,2021-12-27,NA,NA,NA,0,NA,NA
"371",NA,2021-12-28,NA,NA,NA,0,NA,NA
"372",NA,2021-12-29,NA,NA,NA,0,NA,NA
"373","B",2021-12-30,"BASEL",0,"2021/22",0,2021-12-30,TRUE
"374",NA,2021-12-31,NA,NA,NA,0,NA,NA
"375",NA,2022-01-01,NA,NA,NA,0,NA,NA
"376",NA,2022-01-02,NA,NA,NA,0,NA,NA
"377",NA,2022-01-03,NA,NA,NA,0,NA,NA
"378",NA,2022-01-04,NA,NA,NA,0,NA,NA
"379",NA,2022-01-05,NA,NA,NA,0,NA,NA
"380","B",2022-01-06,"BASEL",0,"2021/22",0,2022-01-06,TRUE
"381",NA,2022-01-07,NA,NA,NA,0,NA,NA
"382",NA,2022-01-08,NA,NA,NA,0,NA,NA
"383",NA,2022-01-09,NA,NA,NA,0,NA,NA
"384",NA,2022-01-10,NA,NA,NA,0,NA,NA
"385",NA,2022-01-11,NA,NA,NA,0,NA,NA
"386",NA,2022-01-12,NA,NA,NA,0,NA,NA
"387","B",2022-01-13,"BASEL",0,"2021/22",0,2022-01-13,TRUE
"388",NA,2022-01-14,NA,NA,NA,0,NA,NA
"389",NA,2022-01-15,NA,NA,NA,0,NA,NA
"390",NA,2022-01-16,NA,NA,NA,0,NA,NA
"391",NA,2022-01-17,NA,NA,NA,0,NA,NA
"392",NA,2022-01-18,NA,NA,NA,0,NA,NA
"393",NA,2022-01-19,NA,NA,NA,0,NA,NA
"394","B",2022-01-20,"BASEL",0,"2021/22",0,2022-01-20,TRUE
"395",NA,2022-01-21,NA,NA,NA,0,NA,NA
"396",NA,2022-01-22,NA,NA,NA,0,NA,NA
"397",NA,2022-01-23,NA,NA,NA,0,NA,NA
"398",NA,2022-01-24,NA,NA,NA,0,NA,NA
"399",NA,2022-01-25,NA,NA,NA,0,NA,NA
