"sample_date","wwtp","measurement_type","mean","min","max","n_measurements"
2022-01-10,"STEP Aire","IAV_gc_per_day",177500017272.402,0,355000034544.804,2
2022-01-10,"STEP Aire","IAV_gc_per_mL_WW",1.06168552143649,0,2.12337104287297,2
2022-01-10,"STEP Aire","IBV_gc_per_day",181575417403.224,0,363150834806.448,2
2022-01-10,"STEP Aire","IBV_gc_per_mL_WW",1.08606181941912,0,2.17212363883824,2
2022-01-14,"ARA Werdhölzli","IAV_gc_per_day",619075315571.386,0,1342197455891.26,4
2022-01-14,"ARA Werdhölzli","IAV_gc_per_mL_WW",3.72676525776747,0,8.07988094802761,4
2022-01-14,"ARA Werdhölzli","IBV_gc_per_day",111297500817.611,0,445190003270.445,4
2022-01-14,"ARA Werdhölzli","IBV_gc_per_mL_WW",0.669998704342771,0,2.67999481737108,4
2022-01-14,"STEP Aire","IAV_gc_per_day",644121941298.14,640191640130.01,648052242466.271,2
2022-01-14,"STEP Aire","IAV_gc_per_mL_WW",4.34114642056761,4.31465762744655,4.36763521368867,2
2022-01-14,"STEP Aire","IBV_gc_per_day",160044923395.619,0,320089846791.238,2
2022-01-14,"STEP Aire","IBV_gc_per_mL_WW",1.07864427802083,0,2.15728855604166,2
2022-01-17,"ARA Werdhölzli","IAV_gc_per_day",838929785468.756,474580671544.965,1371146466524.94,4
2022-01-17,"ARA Werdhölzli","IAV_gc_per_mL_WW",5.19832315031682,2.94067958286477,8.49613703419658,4
2022-01-17,"ARA Werdhölzli","IBV_gc_per_day",609751495694.603,0,1423814451880.81,4
2022-01-17,"ARA Werdhölzli","IBV_gc_per_mL_WW",3.77824863404805,0,8.82248759689953,4
2022-01-17,"STEP Aire","IAV_gc_per_day",846522692476.193,649324321397.25,1043721063555.14,2
2022-01-17,"STEP Aire","IAV_gc_per_mL_WW",5.67157783203597,4.35037768009038,6.99277798398157,2
2022-01-17,"STEP Aire","IBV_gc_per_day",0,0,0,2
2022-01-17,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,2
2022-01-21,"ARA Werdhölzli","IAV_gc_per_day",551309503014.209,400243962947.142,741232963491.237,4
2022-01-21,"ARA Werdhölzli","IAV_gc_per_mL_WW",3.72327818026612,2.70305446555295,5.00592952664882,4
2022-01-21,"ARA Werdhölzli","IBV_gc_per_day",200126660828.718,0,800506643314.87,4
2022-01-21,"ARA Werdhölzli","IBV_gc_per_mL_WW",1.35155883488168,0,5.40623533952672,4
2022-01-21,"STEP Aire","IAV_gc_per_day",534642861608.484,353621069394.36,715664653822.609,2
2022-01-21,"STEP Aire","IAV_gc_per_mL_WW",3.80228333208984,2.51488908687343,5.08967757730625,2
2022-01-21,"STEP Aire","IBV_gc_per_day",176810534697.18,0,353621069394.36,2
2022-01-21,"STEP Aire","IBV_gc_per_mL_WW",1.25744454343672,0,2.51488908687343,2
2022-01-24,"ARA Werdhölzli","IAV_gc_per_day",203002900309.154,0,406005800618.308,2
2022-01-24,"ARA Werdhölzli","IAV_gc_per_mL_WW",1.41194138155757,0,2.82388276311515,2
2022-01-24,"ARA Werdhölzli","IBV_gc_per_day",889732367264.858,812031436876.785,967433297652.932,2
2022-01-24,"ARA Werdhölzli","IBV_gc_per_mL_WW",6.18833497422591,5.6479034886,6.72876645985182,2
2022-01-24,"STEP Aire","IAV_gc_per_day",1192792518573.3,1059246707068.9,1326338330077.7,2
2022-01-24,"STEP Aire","IAV_gc_per_mL_WW",8.47117678631095,7.52273842782904,9.41961514479286,2
2022-01-24,"STEP Aire","IBV_gc_per_day",0,0,0,2
2022-01-24,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,2
2022-01-28,"ARA Werdhölzli","IAV_gc_per_day",473353453700.221,0,946706907400.443,2
2022-01-28,"ARA Werdhölzli","IAV_gc_per_mL_WW",2.91480350245086,0,5.82960700490172,2
2022-01-28,"ARA Werdhölzli","IBV_gc_per_day",1636730077852.27,433052952923.239,2840407202781.3,2
2022-01-28,"ARA Werdhölzli","IBV_gc_per_mL_WW",10.0786136156763,2.66664213403362,17.4905850973191,2
2022-01-28,"STEP Aire","IAV_gc_per_day",838226057439.778,681802445363.968,994649669515.587,2
2022-01-28,"STEP Aire","IAV_gc_per_mL_WW",6.19115050069634,5.03580330571432,7.34649769567835,2
2022-01-28,"STEP Aire","IBV_gc_per_day",677130893831.31,331535843990.705,1022725943671.91,2
2022-01-28,"STEP Aire","IBV_gc_per_mL_WW",5.0012991545325,2.44872882237893,7.55386948668607,2
2022-01-31,"ARA Werdhölzli","IAV_gc_per_day",575970444636.081,564563538634.089,587377350638.073,2
2022-01-31,"ARA Werdhölzli","IAV_gc_per_mL_WW",2.62065890563561,2.56875761438314,2.67256019688807,2
2022-01-31,"ARA Werdhölzli","IBV_gc_per_day",2315462127373.31,1693765888251.53,2937158366495.08,2
2022-01-31,"ARA Werdhölzli","IBV_gc_per_mL_WW",10.535326076665,7.70661533147377,13.3640368218562,2
2022-01-31,"STEP Aire","IAV_gc_per_day",961530568028.791,961530568028.791,961530568028.791,1
2022-01-31,"STEP Aire","IAV_gc_per_mL_WW",6.62124493371247,6.62124493371247,6.62124493371247,1
2022-01-31,"STEP Aire","IBV_gc_per_day",0,0,0,1
2022-01-31,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,1
2022-02-04,"ARA Werdhölzli","IAV_gc_per_day",650747904263.665,434212824440.509,867282984086.82,2
2022-02-04,"ARA Werdhölzli","IAV_gc_per_mL_WW",4.30701494869123,2.87386423148737,5.74016566589508,2
2022-02-04,"ARA Werdhölzli","IBV_gc_per_day",1518677672611.08,1302703243073.42,1734652102148.74,2
2022-02-04,"ARA Werdhölzli","IBV_gc_per_mL_WW",10.0514613959161,8.6220213770407,11.4809014147915,2
2022-02-04,"STEP Aire","IAV_gc_per_day",1100363243068.79,986481140988.336,1214245345149.24,2
2022-02-04,"STEP Aire","IAV_gc_per_mL_WW",8.33513799999083,7.47249283027183,9.19778316970983,2
2022-02-04,"STEP Aire","IBV_gc_per_day",0,0,0,2
2022-02-04,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,2
2022-02-07,"ARA Werdhölzli","IAV_gc_per_day",392356825470.177,0,784713650940.354,2
2022-02-07,"ARA Werdhölzli","IAV_gc_per_mL_WW",1.30590941007137,0,2.61181882014274,2
2022-02-07,"ARA Werdhölzli","IBV_gc_per_day",2000247573009.38,1569462760347.92,2431032385670.84,2
2022-02-07,"ARA Werdhölzli","IBV_gc_per_mL_WW",6.65756769984854,5.22375565924931,8.09137974044778,2
2022-02-07,"STEP Aire","IAV_gc_per_day",0,0,0,1
2022-02-07,"STEP Aire","IAV_gc_per_mL_WW",0,0,0,1
2022-02-07,"STEP Aire","IBV_gc_per_day",0,0,0,1
2022-02-07,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,1
2022-02-11,"ARA Werdhölzli","IAV_gc_per_day",0,0,0,2
2022-02-11,"ARA Werdhölzli","IAV_gc_per_mL_WW",0,0,0,2
2022-02-11,"ARA Werdhölzli","IBV_gc_per_day",2779064643314.33,2741747319683.77,2816381966944.9,2
2022-02-11,"ARA Werdhölzli","IBV_gc_per_mL_WW",8.73503074035726,8.61773661053376,8.85232487018077,2
2022-02-11,"STEP Aire","IAV_gc_per_day",1716465592748.08,1483927033176.84,1949004152319.32,2
2022-02-11,"STEP Aire","IAV_gc_per_mL_WW",11.5233835235345,9.96225056679427,13.0845164802747,2
2022-02-11,"STEP Aire","IBV_gc_per_day",1521547529487.75,1483927033176.84,1559168025798.66,2
2022-02-11,"STEP Aire","IBV_gc_per_mL_WW",10.2148133965812,9.96225056679427,10.4673762263681,2
2022-02-14,"ARA Werdhölzli","IAV_gc_per_day",0,0,0,2
2022-02-14,"ARA Werdhölzli","IAV_gc_per_mL_WW",0,0,0,2
2022-02-14,"ARA Werdhölzli","IBV_gc_per_day",0,0,0,2
2022-02-14,"ARA Werdhölzli","IBV_gc_per_mL_WW",0,0,0,2
2022-02-14,"STEP Aire","IAV_gc_per_day",1251493783761.17,1183713170338.95,1319274397183.38,2
2022-02-14,"STEP Aire","IAV_gc_per_mL_WW",7.19869878493624,6.80881892630977,7.58857864356272,2
2022-02-14,"STEP Aire","IBV_gc_per_day",735668088216.085,591839156092.808,879497020339.362,2
2022-02-14,"STEP Aire","IBV_gc_per_mL_WW",4.2316254714759,3.40430920962214,5.05894173332967,2
2022-02-18,"ARA Werdhölzli","IAV_gc_per_day",182725711685.795,0,365451423371.589,2
2022-02-18,"ARA Werdhölzli","IAV_gc_per_mL_WW",1.07196313659777,0,2.14392627319553,2
2022-02-18,"ARA Werdhölzli","IBV_gc_per_day",1364618419928.23,730916401811.647,1998320438044.82,2
2022-02-18,"ARA Werdhölzli","IBV_gc_per_mL_WW",8.00555449033219,4.28793206740416,11.7231769132602,2
2022-02-18,"STEP Aire","IAV_gc_per_day",2763782872738.33,2427642976551.11,3099922768925.54,2
2022-02-18,"STEP Aire","IAV_gc_per_mL_WW",19.4878253061135,17.1176551889432,21.8579954232839,2
2022-02-18,"STEP Aire","IBV_gc_per_day",0,0,0,2
2022-02-18,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,2
2022-02-21,"ARA Werdhölzli","IAV_gc_per_day",957328516208.127,0,1914657032416.25,2
2022-02-21,"ARA Werdhölzli","IAV_gc_per_mL_WW",3.70891679739714,0,7.41783359479428,2
2022-02-21,"ARA Werdhölzli","IBV_gc_per_day",1903166581711.81,1891676131007.36,1914657032416.25,2
2022-02-21,"ARA Werdhölzli","IBV_gc_per_mL_WW",7.37331687466545,7.32880015453663,7.41783359479428,2
2022-02-22,"STEP Aire","IAV_gc_per_day",3597894071164.5,3588298514733.29,3607489627595.71,2
2022-02-22,"STEP Aire","IAV_gc_per_mL_WW",23.536260981281,23.4734899502393,23.5990320123226,2
2022-02-22,"STEP Aire","IBV_gc_per_day",199313941591.94,0,398627883183.88,2
2022-02-22,"STEP Aire","IBV_gc_per_mL_WW",1.30384743233904,0,2.60769486467809,2
2022-02-25,"ARA Werdhölzli","IAV_gc_per_day",1240526921778.68,1215090572392.28,1265963271165.08,2
2022-02-25,"ARA Werdhölzli","IAV_gc_per_mL_WW",7.15011923633978,7.00350981750572,7.29672865517383,2
2022-02-25,"ARA Werdhölzli","IBV_gc_per_day",413491917043.808,405013833100.784,421970000986.832,2
2022-02-25,"ARA Werdhölzli","IBV_gc_per_mL_WW",2.38327476673128,2.33440899040342,2.43214054305913,2
2022-02-25,"STEP Aire","IAV_gc_per_day",1672019615393.18,1209602516192.15,2134436714594.2,2
2022-02-25,"STEP Aire","IAV_gc_per_mL_WW",11.6771747113437,8.44771184669105,14.9066375759965,2
2022-02-25,"STEP Aire","IBV_gc_per_day",830045334734.35,806382035157.557,853708634311.142,2
2022-02-25,"STEP Aire","IBV_gc_per_mL_WW",5.79693222662916,5.63167071841408,5.96219373484424,2
2022-02-28,"ARA Werdhölzli","IAV_gc_per_day",2227822413207.81,2064282878033.81,2391361948381.81,2
2022-02-28,"ARA Werdhölzli","IAV_gc_per_mL_WW",14.2404938027695,13.1951305263494,15.2858570791897,2
2022-02-28,"ARA Werdhölzli","IBV_gc_per_day",344020967795.296,0,688041935590.593,2
2022-02-28,"ARA Werdhölzli","IBV_gc_per_mL_WW",2.19902108483488,0,4.39804216966976,2
2022-02-28,"STEP Aire","IAV_gc_per_day",3881949181215.02,2654301294837.27,5109597067592.78,2
2022-02-28,"STEP Aire","IAV_gc_per_mL_WW",26.0692717110116,17.8249890526245,34.3135543693986,2
2022-02-28,"STEP Aire","IBV_gc_per_day",612610805265.078,340545455026.494,884676155503.661,2
2022-02-28,"STEP Aire","IBV_gc_per_mL_WW",4.11399448834575,2.28693668634196,5.94105229034955,2
2022-03-04,"ARA Werdhölzli","IAV_gc_per_day",1623397850968.91,972897413443.534,2273898288494.29,2
2022-03-04,"ARA Werdhölzli","IAV_gc_per_mL_WW",11.0023530857057,6.59367686885066,15.4110293025608,2
2022-03-04,"ARA Werdhölzli","IBV_gc_per_day",324811682908.852,0,649623365817.704,2
2022-03-04,"ARA Werdhölzli","IBV_gc_per_mL_WW",2.20136599268784,0,4.40273198537568,2
2022-03-04,"STEP Aire","IAV_gc_per_day",4309328719449.46,4309328719449.46,4309328719449.46,1
2022-03-04,"STEP Aire","IAV_gc_per_mL_WW",29.3841240970268,29.3841240970268,29.3841240970268,1
2022-03-04,"STEP Aire","IBV_gc_per_day",359027068645.113,359027068645.113,359027068645.113,1
2022-03-04,"STEP Aire","IBV_gc_per_mL_WW",2.44810656742091,2.44810656742091,2.44810656742091,1
2022-03-07,"ARA Werdhölzli","IAV_gc_per_day",4178876857420.95,3949989402479.62,4407764312362.28,2
2022-03-07,"ARA Werdhölzli","IAV_gc_per_mL_WW",28.8745518537131,27.2930209994044,30.4560827080219,2
2022-03-07,"ARA Werdhölzli","IBV_gc_per_day",461166298424.164,314763300988.131,607569295860.196,2
2022-03-07,"ARA Werdhölzli","IBV_gc_per_mL_WW",3.18649499646936,2.17490238791982,4.1980876050189,2
2022-03-11,"ARA Werdhölzli","IAV_gc_per_day",5744919347964.17,5559643191935.84,5930195503992.51,2
2022-03-11,"ARA Werdhölzli","IAV_gc_per_mL_WW",41.0639399730504,39.7396099888042,42.3882699572966,2
2022-03-11,"ARA Werdhölzli","IBV_gc_per_day",473445329001.257,329341243940.261,617549414062.252,2
2022-03-11,"ARA Werdhölzli","IBV_gc_per_mL_WW",3.38412593686249,2.35408858726714,4.41416328645784,2
2022-03-14,"ARA Werdhölzli","IAV_gc_per_day",11725230815669,11243358870616.6,12207102760721.4,2
2022-03-14,"ARA Werdhölzli","IAV_gc_per_mL_WW",82.4498110722206,79.0613702427676,85.8382519016735,2
2022-03-14,"ARA Werdhölzli","IBV_gc_per_day",152478371563.726,0,304956743127.452,2
2022-03-14,"ARA Werdhölzli","IBV_gc_per_mL_WW",1.07220174388624,0,2.14440348777249,2
2022-03-18,"ARA Werdhölzli","IAV_gc_per_day",3687297023519.32,2641043382875.98,4733550664162.66,2
2022-03-18,"ARA Werdhölzli","IAV_gc_per_mL_WW",24.3813918319669,17.4632835793803,31.2995000845535,2
2022-03-18,"ARA Werdhölzli","IBV_gc_per_day",841134157204.795,330086791090.943,1352181523318.65,2
2022-03-18,"ARA Werdhölzli","IBV_gc_per_mL_WW",5.56180349433515,2.18262194252622,8.94098504614407,2
2022-03-18,"STEP Aire","IAV_gc_per_day",3504911209045.66,3158723411690.57,3851099006400.76,2
2022-03-18,"STEP Aire","IAV_gc_per_mL_WW",23.7682332332782,21.4205925030894,26.1158739634669,2
2022-03-18,"STEP Aire","IBV_gc_per_day",612007288328.818,592363531209.151,631651045448.484,2
2022-03-18,"STEP Aire","IBV_gc_per_mL_WW",4.15027117717661,4.01705884369635,4.28348351065688,2
2022-03-21,"ARA Werdhölzli","IAV_gc_per_day",9129743612987.09,8305609167840.87,9953878058133.32,2
2022-03-21,"ARA Werdhölzli","IAV_gc_per_mL_WW",66.8793472597934,60.8422036025184,72.9164909170684,2
2022-03-21,"ARA Werdhölzli","IBV_gc_per_day",446317047095.555,307459307785.75,585174786405.361,2
2022-03-21,"ARA Werdhölzli","IBV_gc_per_mL_WW",3.26946670640437,2.25227330419316,4.28666010861557,2
2022-03-21,"STEP Aire","IAV_gc_per_day",4489677268545.2,3773191630846.84,5206162906243.55,2
2022-03-21,"STEP Aire","IAV_gc_per_mL_WW",31.9113899052199,26.8188072587414,37.0039725516984,2
2022-03-21,"STEP Aire","IBV_gc_per_day",769522741339.66,314365780171.678,1224679702507.64,2
2022-03-21,"STEP Aire","IBV_gc_per_mL_WW",5.46955577672973,2.2344254127575,8.70468614070197,2
2022-03-25,"ARA Werdhölzli","IAV_gc_per_day",4114405968464.22,2392569531629.65,5836242405298.79,2
2022-03-25,"ARA Werdhölzli","IAV_gc_per_mL_WW",29.7211269845471,17.2831420656981,42.1591119033961,2
2022-03-25,"ARA Werdhölzli","IBV_gc_per_day",299037659951.75,0,598075319903.5,2
2022-03-25,"ARA Werdhölzli","IBV_gc_per_mL_WW",2.16015053757694,0,4.32030107515388,2
2022-03-28,"ARA Werdhölzli","IAV_gc_per_day",4472389355281.93,3487901359247.5,5456877351316.36,2
2022-03-28,"ARA Werdhölzli","IAV_gc_per_mL_WW",31.5344932298926,24.5929397157305,38.4760467440547,2
2022-03-28,"ARA Werdhölzli","IBV_gc_per_day",160446128590.881,0,320892257181.763,2
2022-03-28,"ARA Werdhölzli","IBV_gc_per_mL_WW",1.13129402515821,0,2.26258805031642,2
2022-03-28,"STEP Aire","IAV_gc_per_day",3003798820769.65,3003798820769.65,3003798820769.65,1
2022-03-28,"STEP Aire","IAV_gc_per_mL_WW",23.3125505108278,23.3125505108278,23.3125505108278,1
2022-03-28,"STEP Aire","IBV_gc_per_day",0,0,0,1
2022-03-28,"STEP Aire","IBV_gc_per_mL_WW",0,0,0,1
2022-04-01,"ARA Werdhölzli","IAV_gc_per_day",5723413728690.21,5244747764395.37,6202079692985.06,2
2022-04-01,"ARA Werdhölzli","IAV_gc_per_mL_WW",14.4455603247136,13.2374355253571,15.6536851240702,2
2022-04-01,"ARA Werdhölzli","IBV_gc_per_day",874057902026.553,0,1748115804053.11,2
2022-04-01,"ARA Werdhölzli","IBV_gc_per_mL_WW",2.20607084330189,0,4.41214168660377,2
2022-04-01,"STEP Aire","IAV_gc_per_day",2719710964830.43,1757040127342.6,3682381802318.26,2
2022-04-01,"STEP Aire","IAV_gc_per_mL_WW",16.7940409696529,10.8496102216345,22.7384717176712,2
2022-04-01,"STEP Aire","IBV_gc_per_day",543871063925.083,351381642989.831,736360484860.335,2
2022-04-01,"STEP Aire","IBV_gc_per_mL_WW",3.35836897665926,2.16975913421119,4.54697881910732,2
2022-04-04,"ARA Werdhölzli","IAV_gc_per_day",7237642669411.02,7098265399605.07,7377019939216.96,2
2022-04-04,"ARA Werdhölzli","IAV_gc_per_mL_WW",38.8505643445382,38.1024083722011,39.5987203168754,2
2022-04-04,"ARA Werdhölzli","IBV_gc_per_day",2860912914598.47,1182719352013.49,4539106477183.45,2
2022-04-04,"ARA Werdhölzli","IBV_gc_per_mL_WW",15.3569451200571,6.34865748223932,24.3652327578748,2
2022-04-04,"STEP Aire","IAV_gc_per_day",1835792333241.2,1430606456719.92,2240978209762.48,2
2022-04-04,"STEP Aire","IAV_gc_per_mL_WW",14.3652466723101,11.1946292996535,17.5358640449667,2
2022-04-04,"STEP Aire","IBV_gc_per_day",224070628763.502,0,448141257527.004,2
2022-04-04,"STEP Aire","IBV_gc_per_mL_WW",1.7533736228892,0,3.50674724577839,2
2022-04-08,"ARA Werdhölzli","IAV_gc_per_day",4220019367821.41,2604615945042.72,5835422790600.1,2
2022-04-08,"ARA Werdhölzli","IAV_gc_per_mL_WW",10.7296370242388,6.62238280017198,14.8368912483056,2
2022-04-08,"ARA Werdhölzli","IBV_gc_per_day",7624262084808.28,6077901453508.64,9170622716107.92,2
2022-04-08,"ARA Werdhölzli","IBV_gc_per_mL_WW",19.3851159479136,15.453406911473,23.3168249843542,2
2022-04-08,"STEP Aire","IAV_gc_per_day",4925979861388.95,3567500109697.3,6284459613080.61,2
2022-04-08,"STEP Aire","IAV_gc_per_mL_WW",22.4410037966222,16.2522555428381,28.6297520504064,2
