"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","influenza_type"
2022-03-08,0.795911672884245,0.795911672884245,0.795911672884245,0.852450938051563,0.852283290240747,0.852618585862379,0.833357713816347,0.833188791108903,0.833526636523791,0.97527651510746,0.165006678560356,2.49073921455973,2.49073921455973,0.165006678560356,0.975248695588273,0.975304334626647,"CHUR","A"
2022-03-09,0.755097162391551,0.755097162391551,0.755097162391551,0.840752424519418,0.840584776708602,0.840920072330234,0.844222041942765,0.844051132444965,0.844392951440566,0.990865168213929,0.16864458739567,2.52630566325876,2.52630566325876,0.16864458739567,0.990842473577109,0.99088786285075,"CHUR","A"
2022-03-10,0.714282651898857,0.714282651898857,0.714282651898857,0.835525424145816,0.835357776334999,0.835693071956632,0.851681154187522,0.851510299542853,0.851852008832192,1.00528177619613,0.172996233871172,2.55506191747794,2.55506191747794,0.172996233871172,1.00527499407644,1.00528855831583,"CHUR","A"
2022-03-11,0.75509823623102,0.75509823623102,0.75509823623102,0.836807710865561,0.836640063054745,0.836975358676377,0.851773108307847,0.851474072085047,0.852072144530647,1.0122628558484,0.175753614953625,2.56629680592636,2.56629680592636,0.175753614953625,1.01217201846045,1.01235369323636,"CHUR","A"
2022-03-12,0.795913820563184,0.795913820563184,0.795913820563184,0.84463705861346,0.844469410802643,0.844804706424276,0.853668374470207,0.852965689021257,0.854371059919157,1.01193616097965,0.176492029100791,2.56215994641733,2.56215994641733,0.176492029100791,1.01163257865884,1.01223974330046,"CHUR","A"
2022-03-13,0.836729404895347,0.836729404895347,0.836729404895347,0.849928208461272,0.849748656358003,0.85010776056454,0.854988910866515,0.852338988942669,0.857638832790362,1.00843551181629,0.176158500204736,2.55214653597177,2.55214653597177,0.176158500204736,1.00735837013463,1.00951265349794,"CHUR","A"
2022-03-14,0.87754498922751,0.87754498922751,0.87754498922751,0.849356574480701,0.849073624508395,0.849639524453008,0.846461086395889,0.839548115530136,0.853374057261642,1.00264155658908,0.17470395341967,2.53932052838227,2.53932052838227,0.17470395341967,0.999671497964683,1.00561161521348,"CHUR","A"
2022-03-15,0.918360573559673,0.918360573559673,0.918360573559673,0.851600940106468,0.851088769791637,0.852113110421299,0.827694224210908,0.815102739763674,0.840285708658142,0.990825688815108,0.170498851416903,2.51836038485236,2.51836038485236,0.170498851416903,0.984791334980831,0.996860042649385,"CHUR","A"
2022-03-16,0.959176157891837,0.959176157891837,0.959176157891837,0.853789632619143,0.851742679632088,0.855836585606197,0.799556192768193,0.78090864444139,0.818203741094996,0.971275667853557,0.162598773071162,2.48791365468914,2.48791365468914,0.162598773071162,0.961796922291036,0.980754413416078,"CHUR","A"
2022-03-17,0.999991742224,0.999991742224,0.999991742224,0.847273516852901,0.841637806017934,0.852909227687868,0.770468142942751,0.748069326862733,0.792866959022769,0.949882921783391,0.152836439948914,2.46003059002344,2.46003059002344,0.152836439948914,0.938326134564029,0.961439709002753,"CHUR","A"
2022-03-18,0.938766905316612,0.938766905316612,0.938766905316612,0.832065182572874,0.821519653105527,0.84261071204022,0.74309314429855,0.719305667482258,0.766880621114842,0.93235496107242,0.143128912380417,2.44565272826482,2.44565272826482,0.143128912380417,0.921083363875369,0.943626558269471,"CHUR","A"
2022-03-19,0.877542068409225,0.877542068409225,0.877542068409225,0.808177219544192,0.792122530711829,0.824231908376555,0.709578182198988,0.683505972691164,0.735650391706813,0.918734808595794,0.133669401417642,2.44443635833752,2.44443635833752,0.133669401417642,0.909017517791609,0.928452099399979,"CHUR","A"
2022-03-20,0.816317231501837,0.816317231501837,0.816317231501837,0.78293064269188,0.763236000109197,0.802625285274563,0.673153665453504,0.641263348916329,0.70504398199068,0.906238310191725,0.12382076992403,2.45054618570027,2.45054618570027,0.12382076992403,0.895788628481528,0.916687991901922,"CHUR","A"
2022-03-21,0.755092394594449,0.755092394594449,0.755092394594449,0.758494997201419,0.737147726382117,0.779842268020721,0.642835424254334,0.596816765792611,0.688854082716057,0.895449665136896,0.113996048746029,2.46449495453337,2.46449495453337,0.113996048746029,0.877765121212843,0.913134209060948,"CHUR","A"
2022-03-22,0.693867557687061,0.693867557687061,0.693867557687061,0.727155668228622,0.703336265513474,0.75097507094377,0.618983683116634,0.550001958509238,0.687965407724029,0.891212006984482,0.105802297678568,2.49460018878756,2.49460018878756,0.105802297678568,0.859880861713733,0.92254315225523,"CHUR","A"
2022-03-23,0.632642720779674,0.632642720779674,0.632642720779674,0.692326224404867,0.6635923824801,0.721060066329634,0.601035432053817,0.50489466468268,0.697176199424954,0.896317980934039,0.100189585385003,2.54461289355766,2.54461289355766,0.100189585385003,0.84847696013856,0.944159001729518,"CHUR","A"
2022-03-24,0.571417883872286,0.29423711900235,0.848598648742221,0.662521338349496,0.622570813434284,0.702471863264709,0.586532704262818,0.471379486701419,0.701685921824217,0.907293599000835,0.0964506436502302,2.60556751741041,2.60556751741041,0.0964506436502302,0.8476834845573,0.966903713444369,"CHUR","A"
2022-03-25,0.571418283905163,0.571418283905163,0.571418283905163,0.637678051200271,0.578405963358262,0.69695013904228,0.575277225603598,0.451247422764322,0.699307028442873,0.920531755085132,0.09391865939305,2.66809136527718,2.66809136527718,0.09391865939305,0.859240940007884,0.981822570162381,"CHUR","A"
2022-03-26,0.571418683938041,0.571418683938041,0.571418683938041,0.617733404094952,0.533919230025054,0.701547578164851,0.570120988475945,0.435114496302866,0.705127480649024,0.93536417524418,0.0925871577171448,2.72928811287676,2.72928811287676,0.0925871577171448,0.879947765855836,0.990780584632525,"CHUR","A"
2022-03-27,0.571419083970918,0.571419083970918,0.571419083970918,0.600814384398121,0.498743224314771,0.70288554448147,0.569601782009609,0.422962898869944,0.716240665149273,0.952248236326011,0.0926678746188395,2.78892628935498,2.78892628935498,0.0926678746188395,0.90346530383959,1.00103116881243,"CHUR","A"
2022-03-28,0.571419484003796,0.571419484003796,0.571419484003796,0.587018620885526,0.475182712903929,0.698854528867123,0.570019430326423,0.421185588426778,0.718853272226067,0.969550359850182,0.0938481083484735,2.84291333841456,2.84291333841456,0.0938481083484735,0.927040949750762,1.0120597699496,"CHUR","A"
2022-03-29,0.571419884036673,0.571419884036673,0.571419884036673,0.579239116811686,0.454776345911208,0.703701887712165,0.57112708915378,0.429211593812667,0.713042584494894,0.983932263626461,0.0953380135973826,2.8844393258988,2.8844393258988,0.0953380135973826,0.951991196738622,1.0158733305143,"CHUR","A"
2022-03-30,0.571420284069551,0.101228966639203,1.0416116014999,0.576045675666964,0.438336129374958,0.71375522195897,0.573114196601549,0.445536496709689,0.70069189649341,0.993866378023851,0.0966453807224233,2.91129321551702,2.91129321551702,0.0966453807224233,0.97354394037709,1.01418881567061,"CHUR","A"
2022-03-31,0.571420684102429,0,1.16537946596658,0.574096221462086,0.432161807018032,0.716030635906141,0.57674032687738,0.463678150617843,0.689802503136916,1.00124549247421,0.0980272411255228,2.92855623227588,2.92855623227588,0.0980272411255228,0.973361998369119,1.02912898657931,"CHUR","A"
2022-04-01,0.571421219109388,0.10122990167904,1.04161253653974,0.573415938232118,0.435354519254451,0.711477357209785,0.582380448275968,0.481222145949535,0.6835387506024,1.00808640423707,0.0998157876983179,2.94128779305978,2.94128779305978,0.0998157876983179,0.967162784708642,1.04901002376549,"CHUR","A"
2022-04-02,0.571421754116347,0.294240989246411,0.848602518986282,0.574030010012126,0.446856634664651,0.701203385359601,0.589649144524547,0.501827157430092,0.677471131619002,1.01522905789406,0.102175886673667,2.9514934164371,2.9514934164371,0.102175886673667,0.96738507892919,1.06307303685893,"CHUR","A"
2022-04-03,0.571422289123306,0.571422289123306,0.571422289123306,0.576431785337528,0.46086995587934,0.691993614795717,0.598031616261694,0.526675797733465,0.669387434789924,1.0222787579405,0.105023559505925,2.95843153087331,2.95843153087331,0.105023559505925,0.969026273689454,1.07553124219154,"CHUR","A"
2022-04-04,0.571422824130265,0.571422824130265,0.571422824130265,0.580850290993278,0.47525428650886,0.686446295477695,0.605611753194673,0.541754870726922,0.669468635662424,1.02753624767286,0.107901919281667,2.95906868747086,2.95906868747086,0.107901919281667,0.964922050025835,1.09015044531989,"CHUR","A"
2022-04-05,0.571423359137225,0.571423359137225,0.571423359137225,0.586914228388735,0.493451413257976,0.680377043519495,0.61119283278041,0.532568352664701,0.68981731289612,1.02939129404726,0.11026232093846,2.95113061058551,2.95113061058551,0.11026232093846,0.955802282579413,1.1029803055151,"CHUR","A"
2022-04-06,0.571423894144184,0.571423894144184,0.571423894144184,0.594252298933264,0.517257885477419,0.671246712389108,0.615389019359416,0.509065835650223,0.721712203068609,1.02762343102342,0.111809852627362,2.93555965101178,2.93555965101178,0.111809852627362,0.945816304758266,1.10943055728858,"CHUR","A"
2022-04-07,0.571424429151143,0.183452177467884,0.959396680834402,0.601143602462753,0.536590470571881,0.665696734353625,0.618704098173336,0.482472308120856,0.754935888225816,1.02367862472955,0.112682729499573,2.91650163462991,2.91650163462991,0.112682729499573,0.936270107906417,1.11108714155269,"CHUR","A"
2022-04-08,0.591833184170367,0.314652419300432,0.869013949040303,0.606536987487212,0.536781259926161,0.676292715048263,0.613754765201961,0.460243171826533,0.76726635857739,1.01531326749027,0.112014310496992,2.89116674092832,2.89116674092832,0.112014310496992,0.924507945439522,1.10611858954101,"CHUR","A"
2022-04-09,0.612241939189592,0.612241939189592,0.612241939189592,0.611065778427176,0.520433374366842,0.701698182487511,0.596528997806023,0.440318845469276,0.752739150142771,0.998152757054708,0.108292056431169,2.85324493766236,2.85324493766236,0.108292056431169,0.908859851536397,1.08744566257302,"CHUR","A"
2022-04-10,0.632650694208816,0.632650694208816,0.632650694208816,0.615363299703185,0.497276508241937,0.733450091164434,0.573002185494159,0.413659970144612,0.732344400843707,0.972126892094996,0.101131357533825,2.8054084526541,2.8054084526541,0.101131357533825,0.887115440369268,1.05713834382072,"CHUR","A"
2022-04-11,0.653059449228041,0.653059449228041,0.653059449228041,0.612564589855502,0.476568999471298,0.748560180239705,0.545485971879414,0.379917509625433,0.711054434133394,0.942524605776057,0.091723218179803,2.76043742234448,2.76043742234448,0.091723218179803,0.85596228836699,1.02908692318512,"CHUR","A"
2022-04-12,0.673468204247265,0.673468204247265,0.673468204247265,0.598985298685066,0.458059747370114,0.739910850000019,0.511154519628595,0.346072073077448,0.676236966179742,0.913381539831934,0.0811559419230913,2.72769784773784,2.72769784773784,0.0811559419230913,0.815606851880908,1.01115622778296,"CHUR","A"
2022-04-13,0.69387695926649,0.156753698602787,1.23100021993019,0.580029667503435,0.432888240001118,0.727171095005752,0.468650246218586,0.314473386996411,0.62282710544076,0.882554198142013,0.0692332829898518,2.70373434604708,2.70373434604708,0.0692332829898518,0.7706586844745,0.994449711809526,"CHUR","A"
2022-04-14,0.714285714285714,0.177162453622012,1.25140897494942,0.557233795346286,0.400181777687699,0.714285813004873,0.417397861907915,0.286466626860324,0.548329096955506,0.845460924603808,0.0555358534670948,2.68036241716992,2.68036241716992,0.0555358534670948,0.727054989565665,0.963866859641951,"CHUR","A"
2022-04-15,0.63265306122449,0,1.27603225517584,0.527657549785493,0.36688202074637,0.688433078824616,0.367668289328333,0.262050731024939,0.473285847631726,0.805562407451374,0.0415920667800573,2.66601743593304,2.66601743593304,0.0415920667800573,0.687667724974078,0.92345708992867,"CHUR","A"
2022-04-16,0.551020408163265,0,1.238007056588,0.489990824936905,0.334759450267073,0.645222199606737,0.324987267668177,0.241597363841355,0.408377171494999,0.770746199450471,0.0294182548522472,2.67903051653517,2.67903051653517,0.0294182548522472,0.654580574479783,0.88691182442116,"CHUR","A"
2022-04-17,0.469387755102041,0.469387755102041,0.469387755102041,0.442923514916369,0.305440095941841,0.580406933890897,0.281855654992394,0.22347104835834,0.340240261626447,0.743781898344172,0.0197006061706529,2.72680255962571,2.72680255962571,0.0197006061706529,0.63103165746048,0.856532139227865,"CHUR","A"
2022-04-18,0.387755102040816,0.387755102040816,0.387755102040816,0.396096163381549,0.277635030086275,0.514557296676823,0.239578873277128,0.2059902232049,0.273167523349356,0.72059097069466,0.0121538423817479,2.80072679955052,2.80072679955052,0.0121538423817479,0.625422348670427,0.815759592718894,"CHUR","A"
2022-04-19,0.306122448979592,0.306122448979592,0.306122448979592,0.354848071633771,0.251179996635539,0.458516146632002,0.205215517405813,0.189468682757488,0.220962352054139,0.698854978774267,0.00670641479468462,2.8955373552302,2.8955373552302,0.00670641479468462,0.642643320600795,0.755066636947739,"CHUR","A"
2022-04-20,0.224489795918367,0.224489795918367,0.224489795918367,0.311417270254374,0.229527426022063,0.393307114486685,0.179589238354342,0.173832850792944,0.18534562591574,0.686262643061641,0.00343907005619855,3.03113982243392,3.03113982243392,0.00343907005619855,0.618739989941222,0.75378529618206,"CHUR","A"
2022-04-21,0.142857142857143,0.142857142857143,0.142857142857143,0.267544282081129,0.213451644824603,0.321636919337655,0.162884404137107,0.161027522600952,0.164741285673261,0.693352047135573,0.00182765648181904,3.23671973200761,3.23671973200761,0.00182765648181904,0.552087339233712,0.834616755037434,"CHUR","A"
2022-04-22,0.142856016096265,0.142856016096265,0.142856016096265,0.230683478256522,0.199986072956403,0.26138088355664,0.151153465554222,0.150541849313718,0.151765081794726,0.719487494304148,0.00107381031531448,3.50910188367405,3.50910188367405,0.00107381031531448,0.514955629424742,0.924019359183554,"CHUR","A"
2022-04-23,0.142854889335388,0.142854889335388,0.142854889335388,0.201643661818963,0.187184427697135,0.216102895940791,0.142073856855444,0.141975314558213,0.142172399152675,0.757558801264471,0.000706136179322398,3.81945007112655,3.81945007112655,0.000706136179322398,0.526637845242351,0.988479757286592,"CHUR","A"
2022-04-24,0.14285376257451,0.14285376257451,0.14285376257451,0.181233635806863,0.17427760798034,0.188189663633385,0.138616746404269,0.138616746404269,0.138616746404269,0.80305642523399,0.000529603367323167,4.14246236791095,4.14246236791095,0.000529603367323167,0.584455016098127,1.02165783436985,"CHUR","A"
2022-04-25,0.142852635813633,0.142852635813633,0.142852635813633,0.165775292758563,0.162343741984817,0.169206843532309,0.138919952528758,0.138919952528758,0.138919952528758,0.854883525001916,0.000466776190866272,4.46294671624183,4.46294671624183,0.000466776190866272,0.674652172490256,1.03511487751358,"CHUR","A"
2022-04-26,0.142851509052755,0.142851509052755,0.142851509052755,0.153233140415748,0.152290188606468,0.154176092225029,0.138587765619765,0.138587765619765,0.138587765619765,0.90707194098844,0.000468424771963394,4.75186859127858,4.75186859127858,0.000468424771963394,0.777733500775746,1.03641038120113,"CHUR","A"
2022-04-27,0.142850382291878,0.142850382291878,0.142850382291878,0.146879904621841,0.146879904621841,0.146879904621841,0.137328865372231,0.137328865372231,0.137328865372231,0.94567093300294,0.000478298655385108,4.96046895453077,4.96046895453077,0.000478298655385108,0.86414456609799,1.02719729990789,"CHUR","A"
2022-04-28,0.142849255531,0.142849255531,0.142849255531,0.144643413695551,0.144643413695551,0.144643413695551,0.135293089699592,0.135293089699592,0.135293089699592,0.963156760307832,0.000459106378698277,5.07066947958142,5.07066947958142,0.000459106378698277,0.91650815772147,1.00980536289419,"CHUR","A"
2022-04-29,0.142850382291878,0.142850382291878,0.142850382291878,0.142300227827428,0.142300227827428,0.142300227827428,0.131216584323615,0.131216584323615,0.131216584323615,0.962992450470064,0.000405672033735527,5.10802992342966,5.10802992342966,0.000405672033735527,0.937908212595094,0.988076688345034,"CHUR","A"
2022-04-30,0.142851509052755,0.142851509052755,0.142851509052755,0.139896170668652,0.139896170668652,0.139896170668652,0.124345302928963,0.124345302928963,0.124345302928963,0.948092779695109,0.000317867500418744,5.09754190046252,5.09754190046252,0.000317867500418744,0.935087768146487,0.961097791243731,"CHUR","A"
2022-05-01,0.142852635813633,0.142852635813633,0.142852635813633,0.137477065870403,0.137477065870403,0.137477065870403,0.115783144182677,0.115783144182677,0.115783144182677,0.921633052835661,0.000213177971474991,5.06104933734408,5.06104933734408,0.000213177971474991,0.915025917959092,0.92824018771223,"CHUR","A"
2022-05-02,0.14285376257451,0.14285376257451,0.14285376257451,0.133609591549558,0.133609591549558,0.133609591549558,0.106206778597731,0.106206778597731,0.106206778597731,0.889329998060318,0.000120751187420912,5.02512694757864,5.02512694757864,0.000120751187420912,0.886010145017486,0.89264985110315,"CHUR","A"
2022-05-03,0.142854889335388,0.142854889335388,0.142854889335388,0.127441338471831,0.127441338471831,0.127441338471831,0.0953773651799919,0.0953773651799919,0.0953773651799919,0.855718349368032,5.69167980193093e-05,5.00939474406749,5.00939474406749,5.69167980193093e-05,0.854060324545131,0.857376374190933,"CHUR","A"
2022-05-04,0.142856016096265,0.142856016096265,0.142856016096265,0.119889499261655,0.119889499261655,0.119889499261655,0.0830785880877372,0.0830785880877372,0.0830785880877372,0.819879538356897,2.07948944754436e-05,5.01234355924022,5.01234355924022,2.07948944754436e-05,0.819054317068945,0.82070475964485,"CHUR","A"
2022-05-05,0.142857142857143,0.142857142857143,0.142857142857143,0.111420230513194,0.111420230513194,0.111420230513194,0.0692630355634972,0.0692630355634972,0.0692630355634972,0.777698234310238,5.05457419843904e-06,5.01886154097979,5.01886154097979,5.05457419843904e-06,0.777288354078124,0.778108114542351,"CHUR","A"
2022-05-06,0.122448979591837,0.122448979591837,0.122448979591837,0.101703120229904,0.101703120229904,0.101703120229904,0.0562045814632711,0.0562045814632711,0.0562045814632711,0.731580355710437,7.11209866486924e-07,5.03619235785896,5.03619235785896,7.11209866486924e-07,0.73137704036092,0.731783671059953,"CHUR","A"
2022-05-07,0.102040816326531,0.102040816326531,0.102040816326531,0.0904605081501566,0.0904605081501566,0.0904605081501566,0.0451005598447071,0.0451005598447071,0.0451005598447071,0.688640605214034,5.29773119489084e-08,5.09138466067538,5.09138466067538,5.29773119489084e-08,0.688539845988532,0.688741364439536,"CHUR","A"
2022-05-08,0.0816326530612245,0.0816326530612245,0.0816326530612245,0.0774147340123218,0.0774147340123218,0.0774147340123218,0.0344672400937085,0.0344672400937085,0.0344672400937085,0.652039111719662,1.82899081274216e-09,5.19575021922631,5.19575021922631,1.82899081274216e-09,0.651989211696659,0.652089011742666,"CHUR","A"
2022-05-09,0.0612244897959184,0.0612244897959184,0.0612244897959184,0.0647465101486053,0.0647465101486053,0.0647465101486053,0.0249474215800429,0.0249474215800429,0.0249474215800429,0.619653022062053,2.20854313572813e-11,5.33211703643174,5.33211703643174,2.20854313572813e-11,0.61962832312215,0.619677721001956,"CHUR","A"
2022-05-10,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.0536636339555127,0.0536636339555127,0.0536636339555127,0.0181138164790158,0.0181138164790158,0.0181138164790158,0.592411262766418,7.24938265564244e-14,5.49409302410397,5.49409302410397,7.24938265564244e-14,0.592399043176385,0.592423482356451,"CHUR","A"
2022-05-11,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.0424290727678648,0.0424290727678648,0.0424290727678648,0.0138773437027003,0.0138773437027003,0.0138773437027003,0.583142400665383,1.08427629505561e-16,5.75742060775112,5.75742060775112,1.08427629505561e-16,0.583136357521426,0.583148443809339,"CHUR","A"
2022-05-12,0,0,0,0.0317406352105664,0.0317406352105664,0.0317406352105664,0.0121016447481686,0.0121016447481686,0.0121016447481686,0.609270031346413,3.86497899068805e-19,6.26615276596473,6.26615276596473,3.86497899068805e-19,0.60926704378066,0.609273018912166,"CHUR","A"
2022-05-13,0,0,0,0.0235278804166709,0.0235278804166709,0.0235278804166709,0.0129965646780656,0.0129965646780656,0.0129965646780656,0.68534817886979,2.68780598019851e-20,7.16508271429508,7.16508271429508,2.68780598019851e-20,0.685346702360712,0.685349655378868,"CHUR","A"
2022-05-14,0,0,0,0.0179014014832229,0.0179014014832229,0.0179014014832229,0.0169865112691586,0.0169865112691586,0.0169865112691586,0.829315076464731,1.84006068598061e-19,8.58431977749303,8.58431977749303,1.84006068598061e-19,0.829314346953692,0.829315805975771,"CHUR","A"
2022-05-15,0,0,0,0.0149717915072669,0.0149717915072669,0.0149717915072669,0.0243578365929256,0.0243578365929256,0.0243578365929256,1.04871466781564,7.01315027182733e-17,10.4391157105828,10.4391157105828,7.01315027182733e-17,1.04871430747303,1.04871502815825,"CHUR","A"
2022-05-16,0,0,0,0.0149721175310442,0.0149721175310442,0.0149721175310442,0.0337908345056945,0.0337908345056945,0.0337908345056945,1.29557594689002,8.4131179314729e-14,12.1002472568092,12.1002472568092,8.4131179314729e-14,1.29557576894054,1.2955761248395,"CHUR","A"
2022-05-17,0,0,0,0.0179963196438832,0.0179963196438832,0.0179963196438832,0.0438137556868269,0.0438137556868269,0.0438137556868269,1.47651524881267,3.37900379292157e-11,12.7912195641637,12.7912195641637,3.37900379292157e-11,1.47651516095426,1.47651533667108,"CHUR","A"
2022-05-18,0,0,0,0.0239463005134583,0.0239463005134583,0.0239463005134583,0.0545878808874494,0.0545878808874494,0.0545878808874494,1.54704309697708,2.8562252508609e-09,12.4304024676752,12.4304024676752,2.8562252508609e-09,1.54704305360775,1.54704314034641,"CHUR","A"
2022-05-19,0,0,0,0.0315609884370144,0.0315609884370144,0.0315609884370144,0.0665447006123075,0.0665447006123075,0.0665447006123075,1.54248095544713,7.51098015186268e-08,11.5352660631161,11.5352660631161,7.51098015186268e-08,1.54248093404281,1.54248097685146,"CHUR","A"
2022-05-20,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.0398819010107776,0.0398819010107776,0.0398819010107776,0.0757387213892287,0.0757387213892287,0.0757387213892287,1.48776962217146,7.24588192037312e-07,10.4584278932013,10.4584278932013,7.24588192037312e-07,1.48776961160946,1.48776963273347,"CHUR","A"
2022-05-21,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.0492648248508943,0.0492648248508943,0.0492648248508943,0.0799003077975778,0.0799003077975778,0.0799003077975778,1.39112113411347,2.79953091602553e-06,9.35476434828474,9.35476434828474,2.79953091602553e-06,1.39112112890243,1.39112113932452,"CHUR","A"
2022-05-22,0.0612244897959184,0.0612244897959184,0.0612244897959184,0.0600655465735107,0.0600655465735107,0.0600655465735107,0.0822488754064406,0.0822488754064406,0.0822488754064406,1.27756272087727,5.42758068700039e-06,8.37310491180881,8.37310491180881,5.42758068700039e-06,1.27756271830658,1.27756272344796,"CHUR","A"
2022-05-23,0.0816326530612245,0.0816326530612245,0.0816326530612245,0.0688702502965095,0.0688702502965095,0.0688702502965095,0.0833540206424348,0.0833540206424348,0.0833540206424348,1.17677549256837,6.96771287669747e-06,7.62047747666429,7.62047747666429,6.96771287669747e-06,1.17677549130031,1.17677549383643,"CHUR","A"
2022-05-24,0.102040816326531,0.102040816326531,0.102040816326531,0.0737966340707895,0.0737966340707895,0.0737966340707895,0.0811385397955936,0.0811385397955936,0.0811385397955936,1.09690503754352,6.84327999737773e-06,7.08959118000072,7.08959118000072,6.84327999737773e-06,1.09690503691801,1.09690503816902,"CHUR","A"
2022-05-25,0.122448979591837,0.122448979591837,0.122448979591837,0.0774977554120208,0.0774977554120208,0.0774977554120208,0.0750088899120575,0.0750088899120575,0.0750088899120575,1.02232454119691,4.66696399514647e-06,6.68309338388705,6.68309338388705,4.66696399514647e-06,1.02232454088832,1.0223245415055,"CHUR","A"
2022-05-26,0.142857142857143,0.142857142857143,0.142857142857143,0.0801111373605364,0.0801111373605364,0.0801111373605364,0.064831970002168,0.064831970002168,0.064831970002168,0.937892378348016,1.77554526855385e-06,6.31976268155881,6.31976268155881,1.77554526855385e-06,0.937892378195713,0.93789237850032,"CHUR","A"
2022-05-27,0.122448979591837,0.122448979591837,0.122448979591837,0.079687491721256,0.079687491721256,0.079687491721256,0.0541499291527595,0.0541499291527595,0.0541499291527595,0.851769737076767,3.46013455144332e-07,6.01939808458668,6.01939808458668,3.46013455144332e-07,0.851769737001525,0.851769737152009,"CHUR","A"
2022-05-28,0.102040816326531,0.102040816326531,0.102040816326531,0.0757496591567298,0.0757496591567298,0.0757496591567298,0.0447503093722712,0.0447503093722712,0.0447503093722712,0.777459647192291,3.41812762618655e-08,5.82870045890127,5.82870045890127,3.41812762618655e-08,0.777459647155044,0.777459647229539,"CHUR","A"
2022-05-29,0.0816326530612245,0.0816326530612245,0.0816326530612245,0.0678204803295079,0.0678204803295079,0.0678204803295079,0.034306171294482,0.034306171294482,0.034306171294482,0.716446782623398,1.49175954156581e-09,5.74300831158726,5.74300831158726,1.49175954156581e-09,0.716446782604886,0.71644678264191,"CHUR","A"
2022-05-30,0.0612244897959184,0.0612244897959184,0.0612244897959184,0.0590112233359043,0.0590112233359043,0.0590112233359043,0.0236875272899764,0.0236875272899764,0.0236875272899764,0.659091212896016,1.73040435336523e-11,5.69798513436451,5.69798513436451,1.73040435336523e-11,0.659091212886744,0.659091212905287,"CHUR","A"
2022-05-31,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.0510486101110941,0.0510486101110941,0.0510486101110941,0.0152887456274262,0.0152887456274262,0.0152887456274262,0.600057173118187,2.34186932558784e-14,5.63522182788339,5.63522182788339,2.34186932558784e-14,0.600057173113472,0.600057173122902,"CHUR","A"
2022-06-01,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.0413786620759192,0.0413786620759192,0.0413786620759192,0.00921893918082385,0.00921893918082385,0.00921893918082385,0.55155115715393,2.5748523456401e-18,5.59854205940423,5.59854205940423,2.5748523456401e-18,0.551551157151462,0.551551157156398,"CHUR","A"
2022-06-02,0,0,0,0.0307558179822115,0.0307558179822115,0.0307558179822115,0.00528220956466456,0.00528220956466456,0.00528220956466456,0.529795313468219,4.99206745000385e-23,5.70183885182271,5.70183885182271,4.99206745000385e-23,0.529795313466866,0.529795313469573,"CHUR","A"
2022-06-03,0,0,0,0.0217773629050419,0.0217773629050419,0.0217773629050419,0.00265269982653568,0.00265269982653568,0.00265269982653568,0.536439468552152,5.14047263438107e-28,5.98774403978269,5.98774403978269,5.14047263438107e-28,0.536439468551359,0.536439468552946,"CHUR","A"
2022-06-04,0,0,0,0.0146535877501104,0.0146535877501104,0.0146535877501104,0.000953863582644399,0.000953863582644399,0.000953863582644399,0.56915027217665,1.15587179069938e-32,6.46895092557695,6.46895092557695,1.15587179069938e-32,0.56915027217614,0.569150272177161,"CHUR","A"
2022-06-05,0,0,0,0.00959478342311688,0.00959478342311688,0.00959478342311688,0.000279397377751059,0.000279397377751059,0.000279397377751059,0.6261850528082,2.59404512192658e-36,7.16250908823478,7.16250908823478,2.59404512192658e-36,0.626185052807833,0.626185052808568,"CHUR","A"
2022-06-06,0,0,0,0.00573137600249615,0.00573137600249615,0.00573137600249615,0.00011203540444088,0.00011203540444088,0.00011203540444088,0.704962395928185,1.76699786170434e-38,8.07255087415764,8.07255087415764,1.76699786170434e-38,0.704962395927892,0.704962395928478,"CHUR","A"
2022-06-07,0,0,0,0.00259891274920736,0.00259891274920736,0.00259891274920736,3.42025527105516e-05,3.42025527105516e-05,3.42025527105516e-05,0.794489182578486,2.67367607788774e-39,9.09725989806788,9.09725989806788,2.67367607788774e-39,0.794489182578244,0.794489182578729,"CHUR","A"
2022-06-08,0,0,0,0.00101536634273708,0.00101536634273708,0.00101536634273708,4.91906895001259e-06,4.91906895001259e-06,4.91906895001259e-06,0.872568999164587,1.58405681471676e-39,9.99063196084292,9.99063196084292,1.58405681471676e-39,0.872568999164388,0.872568999164785,"CHUR","A"
2022-06-09,0,0,0,0.000554973238616326,0.000554973238616326,0.000554973238616326,0,0,0,0.926660428045142,1.30442306512827e-39,10.6095910340914,10.6095910340914,1.30442306512827e-39,0.926660428044984,0.926660428045299,"CHUR","A"
