"","sample_date","wwtp","n_measurements","is_observation","influenza_type","genome_copies_per_day"
"1",2021-08-16,"ARA Basel",1,TRUE,"IAV",0
"2",2021-08-16,"ARA Basel",1,TRUE,"IBV",0
"3",2021-08-17,"ARA Basel",NA,NA,"IAV",0
"4",2021-08-17,"ARA Basel",NA,NA,"IBV",0
"5",2021-08-18,"ARA Basel",NA,NA,"IAV",0
"6",2021-08-18,"ARA Basel",NA,NA,"IBV",0
"7",2021-08-19,"ARA Basel",NA,NA,"IAV",0
"8",2021-08-19,"ARA Basel",NA,NA,"IBV",0
"9",2021-08-20,"ARA Basel",NA,NA,"IAV",0
"10",2021-08-20,"ARA Basel",NA,NA,"IBV",0
"11",2021-08-21,"ARA Basel",NA,NA,"IAV",0
"12",2021-08-21,"ARA Basel",NA,NA,"IBV",0
"13",2021-08-22,"ARA Basel",NA,NA,"IAV",0
"14",2021-08-22,"ARA Basel",NA,NA,"IBV",0
"15",2021-08-23,"ARA Basel",NA,NA,"IAV",0
"16",2021-08-23,"ARA Basel",NA,NA,"IBV",0
"17",2021-08-24,"ARA Basel",NA,NA,"IAV",0
"18",2021-08-24,"ARA Basel",NA,NA,"IBV",0
"19",2021-08-25,"ARA Basel",NA,NA,"IAV",0
"20",2021-08-25,"ARA Basel",NA,NA,"IBV",0
"21",2021-08-26,"ARA Basel",1,TRUE,"IAV",0
"22",2021-08-26,"ARA Basel",1,TRUE,"IBV",0
"23",2021-08-27,"ARA Basel",NA,NA,"IAV",0
"24",2021-08-27,"ARA Basel",NA,NA,"IBV",0
"25",2021-08-28,"ARA Basel",NA,NA,"IAV",0
"26",2021-08-28,"ARA Basel",NA,NA,"IBV",0
"27",2021-08-29,"ARA Basel",NA,NA,"IAV",0
"28",2021-08-29,"ARA Basel",NA,NA,"IBV",0
"29",2021-08-30,"ARA Basel",NA,NA,"IAV",0
"30",2021-08-30,"ARA Basel",NA,NA,"IBV",0
"31",2021-08-31,"ARA Basel",NA,NA,"IAV",0
"32",2021-08-31,"ARA Basel",NA,NA,"IBV",0
"33",2021-09-01,"ARA Basel",NA,NA,"IAV",0
"34",2021-09-01,"ARA Basel",NA,NA,"IBV",0
"35",2021-09-02,"ARA Basel",NA,NA,"IAV",0
"36",2021-09-02,"ARA Basel",NA,NA,"IBV",0
"37",2021-09-03,"ARA Basel",1,TRUE,"IAV",0
"38",2021-09-03,"ARA Basel",1,TRUE,"IBV",0
"39",2021-09-04,"ARA Basel",NA,NA,"IAV",0
"40",2021-09-04,"ARA Basel",NA,NA,"IBV",0
"41",2021-09-05,"ARA Basel",NA,NA,"IAV",0
"42",2021-09-05,"ARA Basel",NA,NA,"IBV",0
"43",2021-09-06,"ARA Basel",NA,NA,"IAV",0
"44",2021-09-06,"ARA Basel",NA,NA,"IBV",0
"45",2021-09-07,"ARA Basel",NA,NA,"IAV",0
"46",2021-09-07,"ARA Basel",NA,NA,"IBV",0
"47",2021-09-08,"ARA Basel",NA,NA,"IAV",0
"48",2021-09-08,"ARA Basel",NA,NA,"IBV",0
"49",2021-09-09,"ARA Basel",NA,NA,"IAV",0
"50",2021-09-09,"ARA Basel",NA,NA,"IBV",0
"51",2021-09-10,"ARA Basel",NA,NA,"IAV",0
"52",2021-09-10,"ARA Basel",NA,NA,"IBV",0
"53",2021-09-11,"ARA Basel",NA,NA,"IAV",0
"54",2021-09-11,"ARA Basel",NA,NA,"IBV",0
"55",2021-09-12,"ARA Basel",NA,NA,"IAV",0
"56",2021-09-12,"ARA Basel",NA,NA,"IBV",0
"57",2021-09-13,"ARA Basel",NA,NA,"IAV",0
"58",2021-09-13,"ARA Basel",NA,NA,"IBV",0
"59",2021-09-14,"ARA Basel",1,TRUE,"IAV",0
"60",2021-09-14,"ARA Basel",1,TRUE,"IBV",0
"61",2021-09-15,"ARA Basel",NA,NA,"IAV",0
"62",2021-09-15,"ARA Basel",NA,NA,"IBV",0
"63",2021-09-16,"ARA Basel",NA,NA,"IAV",0
"64",2021-09-16,"ARA Basel",NA,NA,"IBV",0
"65",2021-09-17,"ARA Basel",NA,NA,"IAV",0
"66",2021-09-17,"ARA Basel",NA,NA,"IBV",0
"67",2021-09-18,"ARA Basel",NA,NA,"IAV",0
"68",2021-09-18,"ARA Basel",NA,NA,"IBV",0
"69",2021-09-19,"ARA Basel",NA,NA,"IAV",0
"70",2021-09-19,"ARA Basel",NA,NA,"IBV",0
"71",2021-09-20,"ARA Basel",NA,NA,"IAV",0
"72",2021-09-20,"ARA Basel",NA,NA,"IBV",0
"73",2021-09-21,"ARA Basel",NA,NA,"IAV",0
"74",2021-09-21,"ARA Basel",NA,NA,"IBV",0
"75",2021-09-22,"ARA Basel",NA,NA,"IAV",0
"76",2021-09-22,"ARA Basel",NA,NA,"IBV",0
"77",2021-09-23,"ARA Basel",NA,NA,"IAV",0
"78",2021-09-23,"ARA Basel",NA,NA,"IBV",0
"79",2021-09-24,"ARA Basel",1,TRUE,"IAV",0
"80",2021-09-24,"ARA Basel",1,TRUE,"IBV",0
"81",2021-09-25,"ARA Basel",NA,NA,"IAV",0
"82",2021-09-25,"ARA Basel",NA,NA,"IBV",0
"83",2021-09-26,"ARA Basel",NA,NA,"IAV",0
"84",2021-09-26,"ARA Basel",NA,NA,"IBV",0
"85",2021-09-27,"ARA Basel",NA,NA,"IAV",0
"86",2021-09-27,"ARA Basel",NA,NA,"IBV",0
"87",2021-09-28,"ARA Basel",NA,NA,"IAV",0
"88",2021-09-28,"ARA Basel",NA,NA,"IBV",0
"89",2021-09-29,"ARA Basel",NA,NA,"IAV",0
"90",2021-09-29,"ARA Basel",NA,NA,"IBV",0
"91",2021-09-30,"ARA Basel",NA,NA,"IAV",0
"92",2021-09-30,"ARA Basel",NA,NA,"IBV",0
"93",2021-10-01,"ARA Basel",NA,NA,"IAV",0
"94",2021-10-01,"ARA Basel",NA,NA,"IBV",0
"95",2021-10-02,"ARA Basel",NA,NA,"IAV",0
"96",2021-10-02,"ARA Basel",NA,NA,"IBV",0
"97",2021-10-03,"ARA Basel",NA,NA,"IAV",0
"98",2021-10-03,"ARA Basel",NA,NA,"IBV",0
"99",2021-10-04,"ARA Basel",1,TRUE,"IAV",0
"100",2021-10-04,"ARA Basel",1,TRUE,"IBV",0
"101",2021-10-05,"ARA Basel",NA,NA,"IAV",0
"102",2021-10-05,"ARA Basel",NA,NA,"IBV",0
"103",2021-10-06,"ARA Basel",NA,NA,"IAV",0
"104",2021-10-06,"ARA Basel",NA,NA,"IBV",0
"105",2021-10-07,"ARA Basel",NA,NA,"IAV",0
"106",2021-10-07,"ARA Basel",NA,NA,"IBV",0
"107",2021-10-08,"ARA Basel",NA,NA,"IAV",0
"108",2021-10-08,"ARA Basel",NA,NA,"IBV",0
"109",2021-10-09,"ARA Basel",NA,NA,"IAV",0
"110",2021-10-09,"ARA Basel",NA,NA,"IBV",0
"111",2021-10-10,"ARA Basel",NA,NA,"IAV",0
"112",2021-10-10,"ARA Basel",NA,NA,"IBV",0
"113",2021-10-11,"ARA Basel",NA,NA,"IAV",0
"114",2021-10-11,"ARA Basel",NA,NA,"IBV",0
"115",2021-10-12,"ARA Basel",NA,NA,"IAV",0
"116",2021-10-12,"ARA Basel",NA,NA,"IBV",0
"117",2021-10-13,"ARA Basel",NA,NA,"IAV",0
"118",2021-10-13,"ARA Basel",NA,NA,"IBV",0
"119",2021-10-14,"ARA Basel",1,TRUE,"IAV",0
"120",2021-10-14,"ARA Basel",1,TRUE,"IBV",0
"121",2021-10-15,"ARA Basel",NA,NA,"IAV",0
"122",2021-10-15,"ARA Basel",NA,NA,"IBV",0
"123",2021-10-16,"ARA Basel",NA,NA,"IAV",0
"124",2021-10-16,"ARA Basel",NA,NA,"IBV",0
"125",2021-10-17,"ARA Basel",NA,NA,"IAV",0
"126",2021-10-17,"ARA Basel",NA,NA,"IBV",0
"127",2021-10-18,"ARA Basel",NA,NA,"IAV",0
"128",2021-10-18,"ARA Basel",NA,NA,"IBV",0
"129",2021-10-19,"ARA Basel",NA,NA,"IAV",0
"130",2021-10-19,"ARA Basel",NA,NA,"IBV",0
"131",2021-10-20,"ARA Basel",NA,NA,"IAV",0
"132",2021-10-20,"ARA Basel",NA,NA,"IBV",0
"133",2021-10-21,"ARA Basel",NA,NA,"IAV",0
"134",2021-10-21,"ARA Basel",NA,NA,"IBV",0
"135",2021-10-22,"ARA Basel",NA,NA,"IAV",0
"136",2021-10-22,"ARA Basel",NA,NA,"IBV",0
"137",2021-10-23,"ARA Basel",NA,NA,"IAV",0
"138",2021-10-23,"ARA Basel",NA,NA,"IBV",0
"139",2021-10-24,"ARA Basel",1,TRUE,"IAV",0
"140",2021-10-24,"ARA Basel",1,TRUE,"IBV",0
"141",2021-10-25,"ARA Basel",NA,NA,"IAV",0
"142",2021-10-25,"ARA Basel",NA,NA,"IBV",0
"143",2021-10-26,"ARA Basel",NA,NA,"IAV",0
"144",2021-10-26,"ARA Basel",NA,NA,"IBV",0
"145",2021-10-27,"ARA Basel",NA,NA,"IAV",0
"146",2021-10-27,"ARA Basel",NA,NA,"IBV",0
"147",2021-10-28,"ARA Basel",NA,NA,"IAV",0
"148",2021-10-28,"ARA Basel",NA,NA,"IBV",0
"149",2021-10-29,"ARA Basel",1,TRUE,"IAV",0
"150",2021-10-29,"ARA Basel",1,TRUE,"IBV",0
"151",2021-10-30,"ARA Basel",NA,NA,"IAV",0
"152",2021-10-30,"ARA Basel",NA,NA,"IBV",0
"153",2021-10-31,"ARA Basel",NA,NA,"IAV",0
"154",2021-10-31,"ARA Basel",NA,NA,"IBV",0
"155",2021-11-01,"ARA Basel",NA,NA,"IAV",0
"156",2021-11-01,"ARA Basel",NA,NA,"IBV",0
"157",2021-11-02,"ARA Basel",1,TRUE,"IAV",0
"158",2021-11-02,"ARA Basel",1,TRUE,"IBV",0
"159",2021-11-03,"ARA Basel",NA,NA,"IAV",0
"160",2021-11-03,"ARA Basel",NA,NA,"IBV",0
"161",2021-11-04,"ARA Basel",1,TRUE,"IAV",0
"162",2021-11-04,"ARA Basel",1,TRUE,"IBV",0
"163",2021-11-05,"ARA Basel",NA,NA,"IAV",0
"164",2021-11-05,"ARA Basel",NA,NA,"IBV",0
"165",2021-11-06,"ARA Basel",NA,NA,"IAV",0
"166",2021-11-06,"ARA Basel",NA,NA,"IBV",0
"167",2021-11-07,"ARA Basel",1,TRUE,"IAV",0
"168",2021-11-07,"ARA Basel",1,TRUE,"IBV",0
"169",2021-11-08,"ARA Basel",1,TRUE,"IAV",3.33e+09
"170",2021-11-08,"ARA Basel",1,TRUE,"IBV",0
"171",2021-11-09,"ARA Basel",NA,NA,"IAV",1.665e+09
"172",2021-11-09,"ARA Basel",NA,NA,"IBV",0
"173",2021-11-10,"ARA Basel",1,TRUE,"IAV",0
"174",2021-11-10,"ARA Basel",1,TRUE,"IBV",0
"175",2021-11-11,"ARA Basel",NA,NA,"IAV",0
"176",2021-11-11,"ARA Basel",NA,NA,"IBV",0
"177",2021-11-12,"ARA Basel",1,TRUE,"IAV",0
"178",2021-11-12,"ARA Basel",1,TRUE,"IBV",0
"179",2021-11-13,"ARA Basel",NA,NA,"IAV",0
"180",2021-11-13,"ARA Basel",NA,NA,"IBV",0
"181",2021-11-14,"ARA Basel",NA,NA,"IAV",0
"182",2021-11-14,"ARA Basel",NA,NA,"IBV",0
"183",2021-11-15,"ARA Basel",1,TRUE,"IAV",0
"184",2021-11-15,"ARA Basel",1,TRUE,"IBV",0
"185",2021-11-16,"ARA Basel",NA,NA,"IAV",1.805e+09
"186",2021-11-16,"ARA Basel",NA,NA,"IBV",0
"187",2021-11-17,"ARA Basel",1,TRUE,"IAV",3.61e+09
"188",2021-11-17,"ARA Basel",1,TRUE,"IBV",0
"189",2021-11-18,"ARA Basel",NA,NA,"IAV",3.43e+09
"190",2021-11-18,"ARA Basel",NA,NA,"IBV",0
"191",2021-11-19,"ARA Basel",1,TRUE,"IAV",3.25e+09
"192",2021-11-19,"ARA Basel",1,TRUE,"IBV",0
"193",2021-11-20,"ARA Basel",NA,NA,"IAV",3358333333.33333
"194",2021-11-20,"ARA Basel",NA,NA,"IBV",0
"195",2021-11-21,"ARA Basel",NA,NA,"IAV",3466666666.66667
"196",2021-11-21,"ARA Basel",NA,NA,"IBV",0
