"date","observed_incidence","CI_down_observed_incidence","CI_up_observed_incidence","smoothed_incidence","CI_down_smoothed_incidence","CI_up_smoothed_incidence","deconvolved_incidence","CI_down_deconvolved_incidence","CI_up_deconvolved_incidence","Re_estimate","CI_down_Re_estimate","CI_up_Re_estimate","Re_highHPD","Re_lowHPD","bootstrapped_CI_down_Re_estimate","bootstrapped_CI_up_Re_estimate","observation_type","pathogen","measuring_period"
2021-07-30,NA,NA,NA,NA,NA,NA,2.91579343081268,0,33.8485052916597,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-08-06,NA,NA,NA,NA,NA,NA,1.11112721889373,0,5.96741026103813,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-08-13,NA,NA,NA,NA,NA,NA,0.598481868033985,0,2.18046281887624,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-08-20,0.428571428571429,0,4.03083337102747,3.64302995513306,0,50.6950759042711,0.298366094870492,0,1.19805091004131,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-08-27,0.325720322395234,0,1.50303126696403,1.55658628870891,0,11.8631278807942,0.174553679025809,0,0.979338852704713,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-09-03,0.228072543266573,0,1.11437899719352,0.997213528654919,0,6.4445375223228,0.140027001214046,0,0.721368954560533,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-09-10,0.140831418232982,0,0.986397337225608,0.55877859454213,0,2.4155617104136,0.126416092416139,0,0.531470227008664,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-09-17,0.0692002743419943,0,0.829838648780077,0.327797605363968,0,1.08804814750518,0.140366883851321,0,0.453524425307337,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-09-24,0.018382438641145,0,0.744212059328137,0.242966491814875,0,0.801192843393527,0.180227681658558,0,0.459564418091346,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-10-01,0,0,0.686986648424734,0.191741908147916,0,0.648699334782923,0.2361914258392,0,0.495518866957583,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-10-08,0,0,0.643379193951351,0.183781058694452,0,0.593520420945716,0.31188431601065,0.0535353625368138,0.570233269484485,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-10-15,0.0408318380875248,0,0.801470212525607,0.206541227055887,0,0.567626293639106,0.395784927080657,0.124557613971309,0.667012240190005,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-10-22,0.111229014151835,0,0.903174056637365,0.244357193076728,0,0.568687067575604,0.477833679729032,0.195570319619273,0.760097039838791,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-10-29,0.204333576836973,0,1.02448434298636,0.302202405452996,0,0.606515266976199,0.567019094740378,0.275772388285503,0.858265801195254,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-11-05,0.313287574786982,0,1.10523261727251,0.370123429217147,0.0735302421422043,0.66671661629209,0.654828460600738,0.353180200261211,0.956476720940264,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-11-12,0.431233056645905,0,1.36911133916457,0.440266742468273,0.148809933494466,0.731723551442081,0.729785415158574,0.419639382097731,1.03993144821942,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-11-19,0.551312071057786,0,1.52124270026593,0.520755663502349,0.229902263420645,0.811609063584053,0.798418631360043,0.477162618866136,1.11967464385395,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-11-26,0.666666666666667,0,1.6170007176493,0.602591625342049,0.306732242764844,0.898451007919255,0.856289383928267,0.519066043951374,1.19351272390516,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-12-03,0.771316062586335,0,1.709194345105,0.67531032844451,0.373789181585622,0.976831475303398,0.895939382801303,0.545270917330872,1.24660784827173,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-12-10,0.862788159809554,0,1.93191396716502,0.744836492257394,0.434316281542708,1.05535670297208,0.920392115232362,0.562840515224507,1.27794371524022,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-12-17,0.939488029798831,0,1.88402982973492,0.806056019656057,0.481827437599239,1.13028460171288,0.929838142401149,0.574659265494261,1.28501701930804,NA,NA,NA,NA,NA,NA,NA,1,"RSV","2021/22"
2021-12-24,0.999820744016673,0.318563859108431,1.68107762892492,0.85164609369711,0.515074098915839,1.18821808847838,0.922083966784867,0.579379737581628,1.26478819598811,1.08262186642578,0.207658112727755,2.66574130772276,2.66574130772276,0.207658112727755,0.877361414780455,1.2878823180711,1,"RSV","2021/22"
2021-12-31,1.04219137392559,0.646218852682824,1.43816389516835,0.884218354100099,0.53993223325613,1.22850447494407,0.897046506861971,0.572319429821669,1.22177358390227,1.03484709432383,0.196588340492077,2.55548808868285,2.55548808868285,0.196588340492077,0.854844734900501,1.21484945374716,1,"RSV","2021/22"
2022-01-07,1.06500499098809,0.505015281119499,1.62499470085667,0.903157438270583,0.558133246276642,1.24818163026452,0.858542641933556,0.552615946525673,1.16446933734144,0.989383137023512,0.182318568142318,2.46537617505362,2.46537617505362,0.182318568142318,0.82568238053292,1.1530838935141,1,"RSV","2021/22"
2022-01-14,1.06666666666667,0.0641443163504061,2.06918901698293,0.905853492272772,0.568397744858817,1.24330923968673,0.808527869023366,0.521743696469857,1.09531204157687,0.946436066601335,0.165617643678279,2.39403817071589,2.39403817071589,0.165617643678279,0.78369506296532,1.10917707023735,1,"RSV","2021/22"
2022-01-21,1.04630430029406,0,2.09394911751766,0.89192641881419,0.567500655335269,1.21635218229311,0.744313459864049,0.476514183906764,1.01211273582133,0.904593986687902,0.146616043705734,2.33803677311863,2.33803677311863,0.146616043705734,0.734215695580709,1.07497227779509,1,"RSV","2021/22"
2022-01-28,1.00593710268382,0,2.01469604410144,0.864602841140928,0.555185865910777,1.17401981637108,0.671928720692106,0.41995309077266,0.923904350611552,0.862874168200088,0.125668775467617,2.29520468667475,2.29520468667475,0.125668775467617,0.684253412447922,1.04149492395225,1,"RSV","2021/22"
2022-02-04,0.948307112519706,0.020513835808432,1.87610038923098,0.825347966351808,0.532912687233365,1.11778324547025,0.596548019476192,0.359839347029043,0.833256691923342,0.821401180792383,0.103581696102532,2.26595909026019,2.26595909026019,0.103581696102532,0.638398482228077,1.00440387935669,1,"RSV","2021/22"
2022-02-11,0.8761563684855,0.190311843291884,1.56200089367912,0.771139572933451,0.497742067938961,1.04453707792794,0.514390326585019,0.2911036682746,0.737676984895438,0.77956429148335,0.081066892430624,2.24990161869318,2.24990161869318,0.081066892430624,0.591325413999222,0.967803168967478,1,"RSV","2021/22"
2022-02-18,0.792226909264967,0.255103648601265,1.32935016992867,0.707727581946921,0.45092313098698,0.964532032906863,0.432602770263145,0.217133154014145,0.648072386512145,0.736989938750217,0.0591570703655955,2.2474162434173,2.2474162434173,0.0591570703655955,0.533225054181649,0.940754823318785,1,"RSV","2021/22"
